County,state,Life Expectancy Rank,Life Expectancy,Tax Rank,Tax Rate,overall rank
Idaho, ID,645,79.825,1431,0.06083333333333333,2076
Bastrop, TX,1520,77.78,557,0.07875,2077
Jackson, OR,1268,78.34,810,0.0736028409090909,2078
Worcester, MA,681,79.7355421686747,1399,0.06223684210526315,2080
Atascosa, TX,1429,77.9625,652,0.0765,2081
Cochise, AZ,1346,78.16428571428571,735,0.075,2081
Noble, IN,1466,77.9,616,0.0774252,2082
Daniels, MT,224,81.4,1860,0.0,2084
Northampton, PA,709,79.68030303030302,1375,0.06284444444444444,2084
Warren, OH,966,78.984375,1120,0.06982283464566928,2086
Morgan, UT,1242,78.4,846,0.0728860294117647,2088
Chouteau, MT,191,81.6,1898,0.0,2089
Jackson, NC,1280,78.30000000000001,810,0.0736028409090909,2090
Huntingdon, PA,597,79.95833333333333,1495,0.06,2092
York, VA,665,79.77499999999999,1428,0.06084158415841584,2093
Chemung, NY,1625,77.56666666666668,468,0.08,2093
Adams, ID,953,79.0,1141,0.06934623655913978,2094
Irion, TX,883,79.2,1213,0.0675,2096
Auglaize, OH,1208,78.44545454545454,890,0.0725,2098
O'Brien, IA,1088,78.7,1012,0.07,2100
Boone, IN,926,79.08000000000001,1175,0.06851333333333333,2101
Benton, AR,1354,78.14042553191489,749,0.07472602739726028,2103
Greenwood, SC,1475,77.88571428571427,630,0.07714285714285715,2105
Lincoln, NE,691,79.7125,1416,0.06164468599033816,2107
Reeves, TX,1765,77.22,342,0.0825,2107
Jefferson, WV,1447,77.93333333333334,661,0.0763845822102426,2108
Moniteau, MO,1489,77.85,623,0.07725000000000001,2112
Neosho, KS,1935,76.88,177,0.09250000000000001,2112
Avery, NC,897,79.16,1216,0.0675,2113
Richmond, VA,1335,78.19999999999999,778,0.07404268292682928,2113
Bates, MO,996,78.9,1117,0.06995833333333333,2113
Washakie, WY,408,80.60000000000001,1706,0.055,2114
Latah, ID,495,80.3,1620,0.05999999999999999,2115
McIntosh, GA,1702,77.36666666666666,414,0.08095833333333334,2116
Passaic, NJ,856,79.26842105263158,1260,0.06625,2116
Renville, MN,1130,78.61666666666666,988,0.07016666666666667,2118
Johnson, IL,1677,77.43333333333334,442,0.0802436440677966,2119
Wrangell, AK,1099,78.7,1022,0.07,2121
Nueces, TX,1729,77.3027397260274,392,0.08166666666666668,2121
Grant, WI,759,79.57272727272726,1362,0.06320866141732283,2121
Waukesha, WI,340,80.82972972972972,1783,0.05211538461538461,2123
Saline, NE,1681,77.425,443,0.08022435897435898,2124
Dane, WI,416,80.58624999999999,1710,0.055,2126
Humboldt, NV,1470,77.89999999999999,656,0.07648076923076923,2126
Charles, SD,503,80.26666666666667,1624,0.05999999999999999,2127
Sumner, KS,1883,76.98333333333333,249,0.08712500000000001,2132
Alamosa, CO,1351,78.15,782,0.074,2133
Clearwater, MN,895,79.16666666666667,1239,0.06681818181818182,2134
Assumption, LA,1987,76.75,151,0.09533333333333334,2138
Brown, WI,904,79.14375,1234,0.06707142857142857,2138
Foster, ND,468,80.4,1673,0.05666666666666667,2141
Norman, MN,1344,78.16666666666667,797,0.07375,2141
Gallatin, MT,318,80.91578947368421,1824,0.03283333333333333,2142
Maui, HI,330,80.88181818181818,1813,0.04,2143
Adair, IA,1359,78.13333333333333,785,0.073875,2144
Hartford, CT,795,79.47914691943127,1350,0.0635,2145
Antrim, MI,564,80.07142857142857,1581,0.06,2145
Cobb, GA,803,79.4196261682243,1344,0.06363157894736843,2147
Montezuma, CO,342,80.82857142857142,1806,0.0445,2148
Fulton, GA,1703,77.36481481481482,445,0.080195,2148
Jefferson, KS,1487,77.85,661,0.0763845822102426,2148
Taylor, IA,1030,78.83333333333333,1118,0.06994318181818182,2148
Chautauqua, KS,1689,77.4,460,0.08,2149
LaMoure, ND,482,80.35,1668,0.05714285714285715,2150
Maury, TN,2033,76.62941176470588,119,0.09749999999999999,2152
Fayette, TX,898,79.15714285714286,1255,0.06642241379310344,2153
Stone, MO,1580,77.64999999999999,573,0.07843421052631579,2153
Custer, NE,712,79.675,1441,0.06025,2153
Callaway, MO,1617,77.5875,537,0.0795,2154
Hempstead, AR,2004,76.72,150,0.09535714285714285,2154
Fayette, IL,903,79.14999999999999,1255,0.06642241379310344,2158
Hardin, IL,1412,78.0,747,0.07475490196078431,2159
Habersham, GA,1298,78.275,861,0.07250000000000001,2159
Mitchell, KS,1461,77.9,698,0.0755952380952381,2159
Horry, SC,1852,77.03432835820895,307,0.08375,2159
Sangamon, IL,1909,76.94901960784314,251,0.08711538461538462,2160
Randolph, IN,1245,78.39999999999999,915,0.07168354430379748,2160
Seward, NE,928,79.075,1233,0.06708333333333334,2161
Erie, NY,1572,77.66696832579186,590,0.07789351851851851,2162
Marion, OR,837,79.30877192982457,1325,0.0644179292929293,2162
Johnson, AR,1724,77.31666666666666,442,0.0802436440677966,2166
Bucks, PA,737,79.60857142857144,1430,0.06083333333333333,2167
McCormick, SC,1675,77.44999999999999,493,0.08,2168
Alachua, FL,1443,77.9452380952381,728,0.075,2171
Chesterfield, VA,969,78.97777777777779,1203,0.06761904761904762,2172
Lumpkin, GA,1691,77.4,481,0.08,2172
Pontotoc, MS,1521,77.78,651,0.07653846153846154,2172
Buchanan, IA,931,79.06666666666666,1241,0.0667890625,2172
Rich, UT,958,79.0,1215,0.0675,2173
Emmons, ND,745,79.6,1429,0.06083333333333334,2174
Windham, CT,818,79.36521739130434,1358,0.0633611111111111,2176
Iron, UT,888,79.18571428571428,1289,0.0655703125,2177
Woodford, KY,1726,77.3125,452,0.08,2178
Moore, TN,1320,78.2,858,0.07266666666666667,2178
Bledsoe, TN,2062,76.56666666666666,116,0.0975,2178
Hawaii, HI,378,80.73030303030303,1801,0.045,2179
Mesa, CO,1222,78.41851851851852,960,0.07078823529411765,2182
Sanborn, SD,876,79.2,1307,0.065,2183
Marathon, WI,463,80.41111111111111,1723,0.055,2186
Skagway, AK,358,80.8,1828,0.03,2186
Power, ID,613,79.9,1573,0.06,2186
Douglas, KS,544,80.14500000000001,1643,0.05851438848920863,2187
Yankton, SD,754,79.58,1434,0.060714285714285714,2188
Dearborn, IN,1172,78.52000000000001,1017,0.07,2189
Valencia, NM,1595,77.61764705882354,596,0.077575,2191
Crawford, IA,1251,78.38,941,0.07122193877551021,2192
Gwinnett, GA,941,79.040206185567,1252,0.0665625,2193
Ada, ID,609,79.91525423728814,1587,0.06,2196
Lee, TX,1283,78.3,914,0.07177314814814816,2197
Greene, PA,1497,77.83333333333333,700,0.07556129032258065,2197
Franklin, ME,1342,78.17142857142858,856,0.07268389830508475,2198
Pickett, TN,2090,76.5,108,0.0975,2198
Jefferson, PA,1541,77.74615384615385,661,0.0763845822102426,2202
Chase, NE,1235,78.4,969,0.07055555555555555,2204
Sauk, WI,533,80.19999999999999,1672,0.05678571428571429,2205
Butler, PA,1009,78.86744186046512,1198,0.06784114583333334,2207
Ward, ND,962,78.99090909090908,1245,0.06671052631578948,2207
Rogers, OK,2106,76.47142857142856,103,0.09775857142857143,2209
Stewart, GA,1986,76.75,223,0.08833333333333333,2209
Grant, ND,848,79.3,1362,0.06320866141732283,2210
Humphreys, MS,1834,77.06666666666666,376,0.08222222222222222,2210
Rockdale, GA,1568,77.67333333333333,643,0.07666666666666667,2211
Schoolcraft, MI,738,79.60000000000001,1473,0.06,2211
Lancaster, NE,857,79.26615384615386,1354,0.06343877551020408,2211
York, NE,784,79.5,1428,0.06084158415841584,2212
Dakota, NE,1287,78.3,925,0.07151041666666666,2212
Dallas, MO,1802,77.13333333333334,410,0.08109615384615385,2212
Jackson, WV,1402,78.01666666666667,810,0.0736028409090909,2212
Latimer, OK,2061,76.56666666666666,152,0.09500000000000001,2213
Gilmer, GA,875,79.2,1340,0.06384615384615384,2215
Blount, TN,2080,76.51904761904763,135,0.0963888888888889,2215
Willacy, TX,1068,78.75,1148,0.06916666666666667,2216
Lyon, KS,1377,78.0875,840,0.07302272727272727,2217
Hamilton, IL,1666,77.46666666666667,556,0.07876492537313433,2222
Griggs, ND,590,80.0,1632,0.05900000000000001,2222
Carlton, MN,1506,77.81428571428572,718,0.07511363636363635,2224
Houston, TX,1792,77.15714285714286,433,0.08039285714285715,2225
Washtenaw, MI,751,79.58875,1474,0.06,2225
Major, OK,1942,76.86666666666666,284,0.08535714285714287,2226
Haywood, NC,1815,77.10714285714286,412,0.081,2227
Pettis, MO,1508,77.80909090909091,719,0.07510714285714286,2227
Miami, OH,1569,77.67142857142856,659,0.07644000000000001,2228
Randolph, IL,1313,78.22222222222223,915,0.07168354430379748,2228
Tyler, WV,1384,78.06666666666666,844,0.07291666666666667,2228
Livingston, MO,1479,77.875,750,0.07470205479452055,2229
Frederick, MD,575,80.0396551724138,1654,0.058249999999999996,2229
Butte, ID,1285,78.3,946,0.07111111111111111,2231
Lyon, NV,1392,78.0375,840,0.07302272727272727,2232
Coffey, KS,1853,77.03333333333335,380,0.082,2233
Carroll, IA,546,80.13333333333334,1687,0.055778,2233
Niagara, NY,1800,77.13620689655171,434,0.080375,2234
Madison, VA,1331,78.2,903,0.07214432989690722,2234
Elkhart, IN,1121,78.63714285714286,1115,0.07,2236
Tippecanoe, IN,1198,78.47419354838709,1039,0.07,2237
Cass, IN,1295,78.28181818181818,942,0.07119724770642202,2237
Montgomery, VA,1390,78.04545454545455,848,0.07286875,2238
Ralls, MO,1318,78.2,921,0.071625,2239
Houston, GA,1807,77.12272727272727,433,0.08039285714285715,2240
Morrow, OR,444,80.5,1798,0.046607142857142854,2242
Williams, ND,1274,78.31428571428572,970,0.07052631578947367,2244
Montgomery, TX,1396,78.0298245614035,848,0.07286875,2244
Pottawattamie, IA,1153,78.57333333333332,1091,0.07,2244
Minnehaha, SD,872,79.225,1372,0.06289473684210527,2244
Wheatland, MT,357,80.8,1887,0.0,2244
Pennington, SD,836,79.31363636363636,1410,0.06197916666666667,2246
Hall, GA,1367,78.11176470588236,880,0.0725,2247
Rockingham, NH,415,80.58730158730158,1833,0.023672131147540982,2248
Anderson, TX,1671,77.45555555555556,578,0.07830882352941176,2249
Llano, TX,1029,78.84,1223,0.0675,2252
Macon, GA,1930,76.89999999999999,322,0.0830813953488372,2252
Cloud, KS,1936,76.875,316,0.08333333333333333,2252
Columbia, WA,956,79.0,1296,0.06519512195121951,2252
Stevens, WA,1590,77.625,663,0.07628125000000001,2253
Gasconade, MO,1976,76.775,278,0.08574999999999999,2254
Saunders, NE,614,79.9,1641,0.05857142857142857,2255
Plumas, CA,1423,77.98333333333333,832,0.073125,2255
Lake, OR,900,79.15,1357,0.06337074829931973,2257
McClain, OK,2155,76.35000000000001,102,0.09833333333333334,2257
Adams, WA,1116,78.66,1141,0.06934623655913978,2257
Clarke, IA,1395,78.03333333333333,862,0.07250000000000001,2257
Mercer, IL,970,78.975,1291,0.06552956989247312,2261
Kingsbury, SD,828,79.35,1435,0.060714285714285714,2263
Wood, OH,1024,78.848,1240,0.06679824561403509,2264
Crawford, MI,1324,78.2,941,0.07122193877551021,2265
Polk, WI,1117,78.66,1149,0.06916129032258064,2266
Osborne, KS,1966,76.8,300,0.08416666666666667,2266
Providence, RI,1170,78.52857142857142,1097,0.07,2267
Walton, FL,1357,78.13636363636364,910,0.07192307692307692,2267
Reynolds, MO,1333,78.2,934,0.07125000000000001,2267
Dawson, MT,478,80.36666666666667,1791,0.05046875,2269
Leon, FL,1621,77.57543859649122,650,0.0765909090909091,2271
Wilson, NC,1740,77.28333333333333,532,0.07970000000000001,2272
Ripley, IN,1314,78.21666666666667,959,0.07080357142857144,2273
Dare, NC,1064,78.75555555555555,1212,0.0675,2276
Mercer, OH,986,78.93333333333334,1291,0.06552956989247312,2277
Carter, MT,1094,78.7,1183,0.06843548387096775,2277
Park, CO,454,80.45,1823,0.03398076923076923,2277
Clay, TX,1559,77.7,720,0.07504166666666667,2279
Oldham, TX,957,79.0,1323,0.06444444444444444,2280
Prairie, AR,1345,78.16666666666667,936,0.07125000000000001,2281
Grant, KS,919,79.1,1362,0.06320866141732283,2281
Milam, TX,1618,77.58571428571429,664,0.07625,2282
Parke, IN,1217,78.425,1067,0.07,2284
Reno, KS,1960,76.80588235294118,326,0.08284615384615385,2286
Wadena, MN,1483,77.86666666666667,804,0.07375,2287
Warren, PA,1168,78.53076923076922,1120,0.06982283464566928,2288
Bradford, PA,887,79.19285714285715,1402,0.06222222222222222,2289
Howard, IA,1156,78.56666666666666,1135,0.06945754716981131,2291
Rockbridge, VA,519,80.225,1772,0.053,2291
Lubbock, TX,1918,76.93275862068967,374,0.08225,2292
Logan, CO,1338,78.18333333333334,958,0.07082978723404255,2296
Lexington, SC,1543,77.7394366197183,753,0.07461538461538463,2296
Effingham, IL,1586,77.6375,710,0.07538461538461538,2296
Montgomery, IA,1449,77.925,848,0.07286875,2297
Peoria, IL,2011,76.68333333333334,286,0.08529999999999999,2297
Galveston, TX,1953,76.84827586206896,345,0.0825,2298
Schley, GA,1820,77.1,479,0.08,2299
Brule, SD,994,78.9,1306,0.065,2300
Mineral, NV,496,80.3,1805,0.04468421052631579,2301
Page, IA,1004,78.88333333333334,1297,0.06514285714285714,2301
Edgar, IL,1984,76.76,321,0.083125,2305
Davidson, TN,2085,76.50785714285715,220,0.08855263157894737,2305
Mercer, NJ,1014,78.86027397260274,1291,0.06552956989247312,2305
Atchison, KS,1904,76.95,401,0.081275,2305
Ford, IL,1549,77.72500000000001,757,0.0745,2306
Coffee, AL,2074,76.53571428571429,233,0.08766666666666666,2307
Grady, GA,2091,76.5,217,0.08875,2308
Atchison, MO,1908,76.94999999999999,401,0.081275,2309
Charlotte, FL,1083,78.725,1227,0.06733333333333334,2310
Mahaska, IA,1312,78.22857142857143,999,0.07,2311
Gilliam, OR,439,80.5,1873,0.0,2312
Douglas, NV,669,79.76666666666667,1643,0.05851438848920863,2312
Dewey, OK,1332,78.2,980,0.07026785714285715,2312
Lafayette, FL,1772,77.2,541,0.07932608695652174,2313
Burlington, NJ,1051,78.78921568627452,1262,0.06625,2313
Susquehanna, PA,859,79.26363636363637,1456,0.060000000000000005,2315
Elko, NV,1365,78.11428571428571,950,0.071,2315
Marshall, OK,1501,77.825,814,0.07348033707865169,2315
Howard, MO,1181,78.5,1135,0.06945754716981131,2316
Erie, PA,1728,77.3030303030303,590,0.07789351851851851,2318
Calhoun, FL,1573,77.66666666666667,746,0.0747945205479452,2319
Edgefield, SC,1847,77.05,474,0.08,2321
Lee, IL,1408,78.0,914,0.07177314814814816,2322
Johnson, TX,1882,76.98518518518519,442,0.0802436440677966,2324
Montour, PA,816,79.375,1508,0.06,2324
Crane, TX,1969,76.8,356,0.0825,2325
Bartholomew, IN,1299,78.27142857142857,1028,0.07,2327
Fremont, ID,916,79.10000000000001,1412,0.06169444444444445,2328
Fluvanna, VA,587,80.0,1742,0.054400000000000004,2329
Scott, KY,1523,77.77272727272727,808,0.07363571428571429,2331
Cleburne, AR,2006,76.71428571428571,327,0.08283333333333333,2333
Juab, UT,936,79.05,1398,0.06225,2334
Lincoln, ID,918,79.1,1416,0.06164468599033816,2334
Moultrie, IL,1579,77.65,756,0.0745,2335
Audrain, MO,1806,77.12857142857142,529,0.07975,2335
Adair, MO,1551,77.72,785,0.073875,2336
Clark, NV,1739,77.289336492891,597,0.0775421511627907,2336
Fulton, PA,1891,76.96666666666667,445,0.080195,2336
Union, NM,1184,78.5,1154,0.06893890909090909,2338
Charles, MD,714,79.66896551724139,1624,0.05999999999999999,2338
Sagadahoc, ME,627,79.88571428571429,1711,0.055,2338
Pickens, GA,1745,77.26666666666667,594,0.07764705882352942,2339
Minidoka, ID,834,79.32,1507,0.06,2341
Cass, MO,1399,78.02105263157895,942,0.07119724770642202,2341
Mecklenburg, NC,1174,78.51632653061225,1168,0.06874999999999999,2342
Juniata, PA,815,79.38,1527,0.06,2342
Alleghany, NC,945,79.03333333333333,1397,0.06227272727272728,2342
DeSoto, FL,1426,77.97777777777777,917,0.07166666666666667,2343
Pratt, KS,2042,76.60000000000001,301,0.084,2343
Midland, TX,1362,78.12307692307692,982,0.07022727272727272,2344
Williamson, IL,2083,76.51333333333334,263,0.08652439024390243,2346
Carroll, IN,661,79.78333333333333,1687,0.055778,2348
Navarro, TX,1663,77.47,686,0.07583333333333334,2349
Hardin, OH,1603,77.60000000000001,747,0.07475490196078431,2350
Aiken, SC,1830,77.08,520,0.08,2350
Rush, IN,1542,77.74,809,0.07361111111111113,2351
Bond, IL,1565,77.675,789,0.07375,2354
Putnam, WV,1535,77.76,821,0.07335000000000001,2356
Ashley, AR,2213,76.23333333333333,143,0.09583333333333333,2356
York, ME,929,79.07272727272728,1428,0.06084158415841584,2357
Putnam, IN,1537,77.75714285714285,821,0.07335000000000001,2358
Cheshire, NH,462,80.42,1896,0.0,2358
Renville, ND,1371,78.1,988,0.07016666666666667,2359
Green, WI,683,79.725,1676,0.056499999999999995,2359
Cleveland, AR,1990,76.75,371,0.08235357142857143,2361
Polk, IA,1213,78.43260869565218,1149,0.06916129032258064,2362
McLennan, TX,1972,76.79555555555557,390,0.08175,2362
Allegan, MI,756,79.57826086956521,1608,0.05999999999999999,2364
Lincoln, ME,949,79.01428571428572,1416,0.06164468599033816,2365
Cole, MO,1610,77.6,755,0.07454166666666666,2365
Day, SD,1113,78.66666666666667,1254,0.06642857142857143,2367
Sheridan, NE,560,80.1,1808,0.04257575757575758,2368
Lemhi, ID,911,79.13333333333334,1459,0.060000000000000005,2370
Wayne, IL,1115,78.66,1256,0.0663180751173709,2371
Belknap, NH,525,80.21428571428571,1846,0.0,2371
Bosque, TX,1813,77.11666666666666,559,0.07875,2372
McLean, IL,1147,78.5939393939394,1225,0.06744186046511627,2372
Weakley, TN,2268,76.1,106,0.0975,2374
Mitchell, NC,1676,77.43333333333334,698,0.0755952380952381,2374
Coles, IL,1766,77.21000000000001,609,0.0775,2375
Benton, IN,1629,77.56666666666666,749,0.07472602739726028,2378
Merrick, NE,1047,78.8,1331,0.06416666666666666,2378
Lehigh, PA,827,79.35,1552,0.06,2379
Logan, OK,1421,77.9875,958,0.07082978723404255,2379
Dale, AL,2116,76.45384615384616,264,0.08642857142857142,2380
Pawnee, KS,1793,77.15,587,0.07796875,2380
Columbia, OR,1085,78.72,1296,0.06519512195121951,2381
Charlevoix, MI,838,79.30833333333334,1543,0.06,2381
Ochiltree, TX,1234,78.4,1147,0.06916666666666667,2381
Union, OR,1228,78.4125,1154,0.06893890909090909,2382
Sequatchie, TN,2278,76.06666666666666,104,0.0975,2382
Lafayette, MO,1842,77.05714285714285,541,0.07932608695652174,2383
Tioga, PA,1154,78.57000000000001,1229,0.06727272727272726,2383
Dodge, WI,988,78.92777777777778,1395,0.06231250000000001,2383
Glascock, GA,1867,77.0,516,0.08,2383
Independence, AR,2066,76.55714285714285,319,0.08321428571428571,2385
Ravalli, MT,537,80.17,1850,0.0,2387
Boone, KY,1212,78.43333333333332,1175,0.06851333333333333,2387
Richardson, NE,761,79.56666666666666,1627,0.059375,2388
Tazewell, IL,1104,78.68333333333334,1287,0.06564516129032258,2391
Wayne, IA,1136,78.60000000000001,1256,0.0663180751173709,2392
Cooper, MO,1958,76.82000000000001,435,0.080375,2393
Loudon, TN,2259,76.11,134,0.0965,2393
Lucas, IA,1731,77.30000000000001,662,0.07629032258064516,2393
Prairie, MT,1458,77.9,936,0.07125000000000001,2394
Mayes, OK,2267,76.1,128,0.09694444444444444,2395
Luna, NM,1981,76.76666666666667,415,0.0809375,2396
Baca, CO,586,80.0,1810,0.0415,2396
Polk, MN,1248,78.39,1149,0.06916129032258064,2397
Tuscarawas, OH,1275,78.31428571428572,1123,0.06970588235294117,2398
Newberry, SC,1697,77.3875,701,0.07555555555555556,2398
Wells, ND,1066,78.75,1333,0.06411764705882353,2399
Bossier, LA,2233,76.18571428571428,166,0.09356249999999999,2399
Powhatan, VA,825,79.35,1575,0.06,2400
Langlade, WI,673,79.76,1728,0.055,2401
Harrisonburg, VA,644,79.825,1757,0.053,2401
Abbeville, SC,1581,77.64999999999999,822,0.07333333333333335,2403
Cleveland, OK,2035,76.62884615384615,371,0.08235357142857143,2406
Fulton, IN,1961,76.8,445,0.080195,2406
Okaloosa, FL,1403,78.01578947368421,1004,0.07,2407
Quitman, GA,1558,77.7,849,0.07285714285714286,2407
Blount, AL,2274,76.07777777777778,135,0.0963888888888889,2409
Osceola, MI,1288,78.3,1121,0.0698,2409
Fremont, WY,997,78.9,1412,0.06169444444444445,2409
Costilla, CO,776,79.5,1635,0.059,2411
Henry, GA,1646,77.50869565217391,767,0.07433333333333333,2413
Bonner, ID,992,78.9,1422,0.06125,2414
Wayne, OH,1158,78.56129032258065,1256,0.0663180751173709,2414
Allen, IN,1722,77.32795698924731,692,0.0757844827586207,2414
Sedgwick, KS,1886,76.97768595041322,531,0.07971739130434782,2417
Furnas, NE,1044,78.8,1374,0.06285714285714286,2418
Clinton, IA,1455,77.90833333333333,964,0.0707139175257732,2419
Union, NC,1266,78.34705882352942,1154,0.06893890909090909,2420
Wise, TX,1220,78.42,1200,0.06773529411764706,2420
Highlands, FL,1680,77.42608695652174,742,0.075,2422
Cass, MI,1480,77.87272727272727,942,0.07119724770642202,2422
Washington, IL,1081,78.725,1341,0.06370809523809524,2422
Catron, NM,1095,78.7,1329,0.0642857142857143,2424
Kootenai, ID,806,79.4,1618,0.05999999999999999,2424
Wilson, TN,1896,76.96315789473684,532,0.07970000000000001,2428
Morgan, IL,1584,77.64,846,0.0728860294117647,2430
Uintah, UT,1134,78.60000000000001,1299,0.065125,2433
Natchitoches, LA,2238,76.175,195,0.09090625000000001,2433
Marion, IA,1108,78.675,1325,0.0644179292929293,2433
Miner, SD,809,79.4,1625,0.059875,2434
Lincoln, NV,1019,78.85,1416,0.06164468599033816,2435
Morris, KS,1264,78.35,1171,0.06863559322033898,2435
Roberts, TX,1138,78.6,1298,0.0651388888888889,2436
King, VA,2337,75.925,99,0.09928160919540228,2436
Bourbon, KY,1884,76.97999999999999,554,0.07880000000000001,2438
Atoka, OK,1849,77.05,589,0.07791666666666668,2438
Stephens, TX,2032,76.63333333333334,406,0.08120833333333334,2438
Cowlitz, WA,1894,76.96521739130435,545,0.0792,2439
Grand, UT,1821,77.1,619,0.07740909090909091,2440
Kalamazoo, MI,989,78.92692307692307,1452,0.060000000000000005,2441
Thayer, NE,1021,78.85,1421,0.06136363636363637,2442
Boone, IL,1267,78.34285714285714,1175,0.06851333333333333,2442
Cheboygan, MI,896,79.1625,1547,0.06,2443
Buncombe, NC,1448,77.93207547169811,1001,0.07,2449
Lincoln, MT,1033,78.82000000000001,1416,0.06164468599033816,2449
Martin, IN,1256,78.36666666666666,1194,0.06824404761904762,2450
Union, OH,1297,78.27777777777777,1154,0.06893890909090909,2451
Lee, GA,1540,77.75,914,0.07177314814814816,2454
Saline, AR,2013,76.67999999999999,443,0.08022435897435898,2456
Rankin, MS,1552,77.71666666666667,905,0.07200000000000001,2457
Coshocton, OH,1856,77.03,603,0.0775,2459
Oceana, MI,870,79.23333333333333,1596,0.06,2466
Ramsey, ND,1343,78.16666666666667,1124,0.06968333333333333,2467
Otoe, NE,1048,78.8,1420,0.06136363636363637,2468
Phillips, MT,1141,78.6,1327,0.06432142857142857,2468
Macon, IL,2147,76.38235294117646,322,0.0830813953488372,2469
Champaign, OH,1885,76.97777777777777,585,0.07807692307692307,2470
Livingston, IL,1721,77.33,750,0.07470205479452055,2471
Deschutes, OR,610,79.91363636363636,1863,0.0,2473
Wagoner, OK,2295,76.02000000000001,179,0.09228571428571429,2474
Lycoming, PA,930,79.07037037037037,1544,0.06,2474
Tulsa, OK,2277,76.07321428571429,198,0.0902620588235294,2475
Washington, TX,1137,78.60000000000001,1341,0.06370809523809524,2478
Frio, TX,1917,76.93333333333334,562,0.07875,2479
Hancock, OH,1146,78.6,1334,0.0640686274509804,2480
Weber, UT,1635,77.554,845,0.07289999999999999,2480
Fayette, IA,1225,78.41428571428571,1255,0.06642241379310344,2480
Rappahannock, VA,722,79.65,1759,0.053,2481
Berkeley, SC,1903,76.95526315789475,579,0.0782608695652174,2482
Lanier, GA,1989,76.75,494,0.08,2483
Dundy, NE,847,79.3,1637,0.058750000000000004,2484
Castro, TX,1925,76.9,560,0.07875,2485
Comanche, KS,2094,76.5,395,0.08160714285714286,2489
Zavala, TX,1622,77.575,867,0.07250000000000001,2489
Ocean, NJ,1223,78.41743119266054,1268,0.06625,2491
Flathead, MT,623,79.89444444444445,1869,0.0,2492
Waushara, WI,789,79.48333333333333,1703,0.055,2492
Hyde, NC,1091,78.7,1401,0.06222222222222223,2492
Gentry, MO,1263,78.35,1230,0.06724999999999999,2493
Paulding, OH,1585,77.64,909,0.07192307692307692,2494
Shannon, MO,1952,76.85,543,0.07925,2495
Crawford, PA,1554,77.71363636363637,941,0.07122193877551021,2495
Rockingham, VA,662,79.77894736842104,1833,0.023672131147540982,2495
Lane, KS,653,79.8,1843,0.0045945945945945945,2496
Towner, ND,808,79.4,1688,0.055714285714285716,2496
Fulton, AR,2051,76.6,445,0.080195,2496
Sheridan, WY,688,79.71666666666665,1808,0.04257575757575758,2496
Kosciusko, IN,1441,77.94736842105263,1056,0.07,2497
Lake, CO,1140,78.6,1357,0.06337074829931973,2497
Bonneville, ID,1049,78.79523809523809,1448,0.060000000000000005,2497
Dickson, TN,2391,75.76,107,0.0975,2498
Macoupin, IL,1684,77.41666666666667,816,0.07347222222222222,2500
Clay, FL,1780,77.18620689655172,720,0.07504166666666667,2500
Butte, CA,1555,77.70204081632653,946,0.07111111111111111,2501
Beaverhead, MT,650,79.8,1851,0.0,2501
Bingham, ID,1054,78.77499999999999,1447,0.060000000000000005,2501
Johnston, NC,1789,77.16250000000001,713,0.07523809523809524,2502
Pittsburg, OK,2347,75.89166666666667,156,0.0948076923076923,2503
Rock, MN,1077,78.73333333333333,1426,0.06098958333333334,2503
Douglas, IL,862,79.26,1643,0.05851438848920863,2505
Clarion, PA,889,79.17999999999999,1617,0.05999999999999999,2506
Evans, GA,2043,76.60000000000001,463,0.08,2506
Washington, ID,1167,78.53333333333333,1341,0.06370809523809524,2508
Kankakee, IL,1657,77.48965517241379,851,0.0728125,2508
Sandusky, OH,1623,77.57333333333332,886,0.0725,2509
Hampden, MA,1131,78.6108910891089,1383,0.0625,2514
Nemaha, NE,1690,77.4,825,0.07333333333333333,2515
Dawson, NE,724,79.64285714285714,1791,0.05046875,2515
Kent, MI,715,79.66829268292683,1800,0.04531746031746032,2515
Manitowoc, WI,731,79.625,1785,0.05178571428571428,2516
Lebanon, PA,982,78.9483870967742,1534,0.06,2516
Adams, IA,1376,78.1,1141,0.06934623655913978,2517
Monroe, OH,1564,77.67500000000001,954,0.0708915343915344,2518
Payette, ID,955,79.0,1563,0.06,2518
Clarke, GA,1656,77.49166666666666,862,0.07250000000000001,2518
Harrison, IN,1382,78.06666666666668,1138,0.06942812500000001,2520
Wharton, TX,1601,77.60000000000001,919,0.07166666666666667,2520
Shawano, WI,786,79.49000000000001,1735,0.055,2521
Clackamas, OR,622,79.8974025974026,1899,0.0,2521
Columbia, PA,1226,78.41428571428571,1296,0.06519512195121951,2522
Houghton, MI,1060,78.76,1463,0.060000000000000005,2523
Delaware, PA,1576,77.65971223021583,948,0.0710482456140351,2524
Trego, KS,2300,76.0,224,0.08833333333333333,2524
Fairfield, OH,1254,78.36785714285715,1270,0.06624615384615384,2524
Guilford, NC,1339,78.17706422018348,1186,0.06836538461538462,2525
Sussex, NJ,705,79.6921052631579,1821,0.03424479166666667,2526
Weld, CO,849,79.29666666666667,1678,0.05647428571428571,2527
Beaver, OK,1291,78.3,1236,0.06688333333333334,2527
Lewis, MO,1832,77.07499999999999,695,0.07565725806451613,2527
