County,state,Life Expectancy Rank,Life Expectancy,Tax Rank,Tax Rate,overall rank
Caribou, ID,1439,77.94999999999999,1505,0.06,2944
Caldwell, NC,2356,75.85625,588,0.07795,2944
Freestone, TX,2258,76.11428571428571,687,0.07583333333333334,2945
Cook, GA,2856,74.15,90,0.10134180790960452,2946
Pender, NC,1757,77.23846153846154,1189,0.06833333333333334,2946
Peach, GA,2468,75.53999999999999,480,0.08,2948
Acadia, LA,2793,74.44545454545454,157,0.09454166666666668,2950
Montgomery, MO,2103,76.475,848,0.07286875,2951
Socorro, NM,1710,77.35,1243,0.06675,2953
McCurtain, OK,2420,75.65,534,0.07964285714285714,2954
Chowan, NC,1734,77.3,1221,0.0675,2955
Burnett, WI,1255,78.36666666666666,1700,0.055,2955
Madison, OH,2053,76.5909090909091,903,0.07214432989690722,2956
Clinton, MO,1993,76.75,964,0.0707139175257732,2957
Hawkins, TN,2844,74.19166666666666,113,0.0975,2957
Candler, GA,2510,75.39999999999999,448,0.08,2958
Noble, OK,2342,75.9,616,0.0774252,2958
Onslow, NC,1864,77.008,1094,0.07,2958
Tucker, WV,1600,77.60000000000001,1359,0.06333333333333334,2959
Hickman, KY,2731,74.7,229,0.08812500000000001,2960
Beckham, OK,2680,74.9,282,0.08549999999999999,2962
Charlotte, VA,1736,77.3,1227,0.06733333333333334,2963
Bamberg, SC,2448,75.6,515,0.08,2963
Highland, VA,1611,77.6,1353,0.06349999999999999,2964
Kershaw, SC,2512,75.38000000000001,454,0.08,2966
Franklin, TX,2111,76.46666666666665,856,0.07268389830508475,2967
Elk, KS,1648,77.5,1320,0.065,2968
Jefferson, IL,2311,75.98181818181818,661,0.0763845822102426,2972
Ector, TX,2612,75.10000000000001,361,0.0825,2973
Harnett, NC,1999,76.74,975,0.07045454545454545,2974
Corson, SD,1190,78.5,1784,0.05181818181818181,2974
Clay, IL,2255,76.125,720,0.07504166666666667,2975
Caddo, LA,2822,74.31639344262295,154,0.09483783783783784,2976
Bedford, VA,1571,77.66875,1405,0.062130952380952384,2976
Humphreys, TN,2602,75.14,376,0.08222222222222222,2978
Walton, GA,2068,76.55333333333333,910,0.07192307692307692,2978
Stewart, TN,2755,74.56666666666666,223,0.08833333333333333,2978
Otero, NM,1678,77.43076923076923,1301,0.06506627272727272,2979
Camp, TX,2254,76.13333333333333,725,0.07500000000000001,2979
Hudspeth, TX,1769,77.2,1210,0.0675,2979
Winnebago, IL,2175,76.30666666666667,805,0.07371794871794872,2980
Crawford, KS,2040,76.60909090909091,941,0.07122193877551021,2981
Claiborne, MS,2747,74.60000000000001,234,0.08765625,2981
Troup, GA,2340,75.91428571428571,642,0.07666666666666667,2982
Muscogee, GA,2780,74.49583333333334,202,0.09,2982
Stephens, OK,2578,75.19090909090909,406,0.08120833333333334,2984
Philadelphia, PA,2513,75.37971830985916,472,0.08,2985
Tipton, TN,2675,74.91666666666667,313,0.08346153846153846,2988
Douglas, WI,1348,78.16,1643,0.05851438848920863,2991
Newaygo, MI,1388,78.05454545454546,1603,0.06,2991
Hardin, TX,2244,76.16363636363636,747,0.07475490196078431,2991
Wirt, WV,1673,77.45,1319,0.065,2992
Carroll, IL,1305,78.25,1687,0.055778,2992
Mobile, AL,2855,74.15961538461539,138,0.09611842105263159,2993
Baltimore, MD,1379,78.07722772277228,1616,0.05999999999999999,2995
Jefferson, OK,2334,75.93333333333334,661,0.0763845822102426,2995
Laurens, SC,2492,75.45333333333333,504,0.08,2996
Morgan, WV,2150,76.375,846,0.0728860294117647,2996
Bleckley, GA,2471,75.53333333333335,525,0.08,2996
Webster, IA,2084,76.50833333333334,913,0.07177315789473684,2997
Gooding, ID,1414,78.0,1588,0.06,3002
Mississippi, AR,2812,74.35833333333333,191,0.09151315789473684,3003
Beaver, PA,1767,77.204,1236,0.06688333333333334,3003
Wilkes, NC,2102,76.47692307692307,904,0.07200000000000001,3006
Mecosta, MI,1510,77.80000000000001,1496,0.06,3006
Iberville, LA,2879,74.02857142857144,127,0.0969975,3006
Choctaw, AL,2729,74.7,277,0.08575,3006
Dawson, TX,1216,78.425,1791,0.05046875,3007
Cross, AR,2917,73.8,92,0.101,3009
Perkins, SD,1325,78.2,1684,0.05600000000000001,3009
Bryan, GA,2250,76.14,761,0.074453125,3011
Park, MT,1188,78.5,1823,0.03398076923076923,3011
Allen, KS,2321,75.96,692,0.0757844827586207,3013
Elmore, AL,2481,75.49230769230769,533,0.07966666666666668,3014
Clarendon, SC,2506,75.39999999999999,508,0.08,3014
Sussex, DE,1194,78.48260869565217,1821,0.03424479166666667,3015
White, IL,2629,75.06,386,0.08182926829268293,3015
Chilton, AL,2901,73.92222222222222,115,0.0975,3016
McCook, SD,1712,77.35,1304,0.065,3016
Plaquemines, LA,2821,74.31666666666666,196,0.09075,3017
Shelby, TN,2706,74.79484536082475,311,0.08355,3017
Mason, WV,1892,76.96666666666667,1127,0.06961627906976744,3019
Clay, WV,2299,76.0,720,0.07504166666666667,3019
Escambia, FL,2595,75.15373134328358,425,0.080625,3020
Traill, ND,1361,78.125,1659,0.05777777777777778,3020
Sullivan, MO,1761,77.23333333333333,1259,0.0662575,3020
Georgetown, SC,2199,76.26428571428572,823,0.07333333333333333,3022
Martin, NC,1829,77.08,1194,0.06824404761904762,3023
Bowie, TX,2606,75.12222222222222,419,0.08083333333333334,3025
Butts, GA,2380,75.8,645,0.07666666666666667,3025
Wabash, IN,2063,76.5625,963,0.07071428571428572,3026
DeKalb, AL,2643,75.02142857142857,383,0.08192666666666666,3026
Appanoose, IA,1944,76.86,1083,0.07,3027
Randolph, NC,2112,76.46428571428571,915,0.07168354430379748,3027
Crenshaw, AL,2770,74.51666666666667,259,0.08666666666666667,3029
Dade, GA,2191,76.275,838,0.07302777777777777,3029
Madison, IL,2127,76.435,903,0.07214432989690722,3030
Guernsey, OH,2185,76.28999999999999,847,0.07288461538461538,3032
Crawford, IN,2092,76.5,941,0.07122193877551021,3033
Summit, OH,2126,76.43565891472869,907,0.07197872340425532,3033
Mercer, PA,1744,77.26785714285714,1291,0.06552956989247312,3035
Coffee, TN,2803,74.4090909090909,233,0.08766666666666666,3036
Phelps, MO,1858,77.03,1179,0.06849999999999999,3037
Eastland, TX,2438,75.62,600,0.0775,3038
Livingston, LA,2288,76.03999999999999,750,0.07470205479452055,3038
Gordon, GA,2123,76.44444444444444,916,0.07166666666666667,3039
Caldwell, MO,2451,75.6,588,0.07795,3039
Garland, AR,2828,74.28421052631579,211,0.089375,3039
Augusta, VA,1278,78.3076923076923,1762,0.053,3040
Screven, GA,2583,75.17999999999999,458,0.08,3041
Morgan, IN,2195,76.26923076923077,846,0.0728860294117647,3041
Scurry, TX,2176,76.30000000000001,868,0.07250000000000001,3044
Knox, IL,2193,76.27333333333333,855,0.07269469026548672,3048
Colquitt, GA,2536,75.31,513,0.08,3049
Iredell, NC,1895,76.965,1156,0.0688888888888889,3051
Hardeman, TN,2891,73.98333333333333,162,0.09425,3053
Christian, IL,2130,76.42999999999999,924,0.0715857142857143,3054
Collingsworth, TX,2181,76.3,875,0.07250000000000001,3056
Cibola, NM,1888,76.97142857142856,1169,0.06870535714285715,3057
Washington, GA,1717,77.34,1341,0.06370809523809524,3058
Calhoun, MS,2313,75.97999999999999,746,0.0747945205479452,3059
Niobrara, WY,1467,77.9,1593,0.06,3060
Coal, OK,2648,75.0,413,0.081,3061
Perquimans, NC,1872,77.0,1190,0.06833333333333334,3062
Fentress, TN,2915,73.82499999999999,148,0.0955,3063
Cochran, TX,2177,76.3,887,0.0725,3064
Pickens, SC,2470,75.53478260869565,594,0.07764705882352942,3064
Franklin, OH,2208,76.24710743801653,856,0.07268389830508475,3064
Monroe, IA,2110,76.46666666666665,954,0.0708915343915344,3064
Manistee, MI,1522,77.775,1545,0.06,3067
Fremont, IA,1655,77.5,1412,0.06169444444444445,3067
Piute, UT,1688,77.4,1380,0.06266666666666666,3068
Fannin, GA,2370,75.825,702,0.07552631578947369,3072
Gage, NE,1634,77.55714285714285,1438,0.060384615384615384,3072
Garvin, OK,2904,73.9,173,0.09285714285714286,3077
Moody, SD,1774,77.2,1303,0.065,3077
Columbiana, OH,2240,76.175,839,0.07302631578947368,3079
Calhoun, SC,2333,75.93333333333334,746,0.0747945205479452,3079
Geneva, AL,2696,74.81666666666666,385,0.081875,3081
Thomas, GA,2529,75.32727272727273,553,0.07895833333333334,3082
Adair, KY,2297,76.01428571428572,785,0.073875,3082
Greeley, KS,1773,77.2,1309,0.065,3082
Person, NC,2143,76.39999999999999,939,0.07125,3082
Hickman, TN,2854,74.16,229,0.08812500000000001,3083
McNairy, TN,2942,73.65714285714286,142,0.09583333333333334,3084
Winn, LA,2895,73.95,190,0.09164285714285715,3085
Okmulgee, OK,2919,73.78999999999999,167,0.09333,3086
Wilcox, AL,2831,74.25,255,0.08700000000000001,3086
Culpeper, VA,1323,78.2,1764,0.053,3087
Washington, NC,1746,77.26666666666667,1341,0.06370809523809524,3087
Cass, TX,2146,76.38571428571429,942,0.07119724770642202,3088
Hancock, GA,1754,77.25,1334,0.0640686274509804,3088
Huron, OH,1805,77.13076923076923,1284,0.06572916666666666,3089
Lewis, TN,2394,75.75,695,0.07565725806451613,3089
Dillon, SC,2633,75.05,457,0.08,3090
Brantley, GA,2627,75.06666666666666,465,0.08,3092
Motley, TX,2409,75.7,683,0.07583333333333334,3092
Jackson, IN,2284,76.05,810,0.0736028409090909,3094
Columbia, AR,1799,77.14,1296,0.06519512195121951,3095
Montgomery, KY,2248,76.14999999999999,848,0.07286875,3096
Lewis, KY,2402,75.725,695,0.07565725806451613,3097
Stanly, NC,1985,76.75384615384615,1113,0.07,3098
Roosevelt, NM,1289,78.3,1812,0.040848214285714286,3101
Hoke, NC,2026,76.65,1075,0.07,3101
Howell, MO,2429,75.6375,674,0.07607375,3103
Catoosa, GA,2097,76.4909090909091,1007,0.07,3104
Overton, TN,2965,73.52857142857144,139,0.09607142857142857,3104
Sumter, SC,2551,75.26666666666667,555,0.0787878787878788,3106
Muskingum, OH,2273,76.07894736842105,834,0.07308823529411765,3107
Comanche, OK,2713,74.76428571428572,395,0.08160714285714286,3108
Wichita, TX,2786,74.46363636363637,323,0.08295454545454546,3109
Pike, MO,2139,76.4,973,0.07047522522522523,3112
Montgomery, NC,2264,76.10000000000001,848,0.07286875,3112
Linn, KS,1321,78.2,1792,0.05006481481481481,3113
Wheeler, OR,1327,78.2,1789,0.05136363636363636,3116
Colbert, AL,2946,73.62857142857142,171,0.093,3117
Grainger, TN,2999,73.3,118,0.09749999999999999,3117
Concordia, LA,3021,73.16,97,0.0995,3118
Jefferson, IN,2458,75.57142857142857,661,0.0763845822102426,3119
Daviess, IN,1889,76.97142857142856,1232,0.0670875,3121
Pasco, FL,2169,76.32123893805309,956,0.07083333333333335,3125
Catahoula, LA,3045,72.86666666666666,81,0.10616666666666667,3126
Brown, KS,1893,76.96666666666665,1234,0.06707142857142857,3127
Clark, IN,2530,75.32692307692308,597,0.0775421511627907,3127
Cleveland, NC,2757,74.56190476190476,371,0.08235357142857143,3128
Pottawatomie, OK,2887,74.00625,241,0.08749117647058824,3128
Bienville, LA,2876,74.03999999999999,253,0.08700000000000001,3129
Duval, FL,2387,75.76826347305389,745,0.0749390243902439,3132
Hill, MT,1446,77.93333333333334,1686,0.055795454545454544,3132
Monroe, AR,2178,76.3,954,0.0708915343915344,3132
Gilmer, WV,1794,77.15,1340,0.06384615384615384,3134
Jefferson, TN,2474,75.525,661,0.0763845822102426,3135
Montgomery, IL,2289,76.0375,848,0.07286875,3137
Chatham, GA,2209,76.24499999999999,929,0.07134615384615385,3138
Spartanburg, SC,2210,76.24179104477612,928,0.0713793103448276,3138
Bay, MI,1860,77.02307692307691,1279,0.0659090909090909,3139
Nevada, AR,2819,74.33333333333333,320,0.08317307692307693,3139
Muskogee, OK,2963,73.5375,176,0.09270833333333334,3139
Henry, AL,2372,75.81666666666666,767,0.07433333333333333,3139
Bladen, NC,1949,76.85000000000001,1191,0.06833333333333333,3140
Douglas, NE,1498,77.83241379310346,1643,0.05851438848920863,3141
Knox, TN,2286,76.047,855,0.07269469026548672,3141
Toole, MT,1265,78.35,1877,0.0,3142
Volusia, FL,1851,77.03904761904762,1293,0.06537037037037037,3144
Bradley, AR,2997,73.32000000000001,147,0.09555555555555556,3144
Tillamook, OR,1271,78.325,1875,0.0,3146
Spencer, KY,1967,76.8,1180,0.06846153846153848,3147
Lincoln, LA,1732,77.30000000000001,1416,0.06164468599033816,3148
Preston, WV,1839,77.0625,1310,0.065,3149
Madison, KY,2249,76.14117647058823,903,0.07214432989690722,3152
Newton, GA,2390,75.76153846153846,762,0.07444021739130435,3152
Union, IL,1998,76.74,1154,0.06893890909090909,3152
Salem, NJ,1887,76.97500000000001,1266,0.06625,3153
Baylor, TX,2806,74.4,347,0.0825,3153
Madison, FL,2251,76.14,903,0.07214432989690722,3154
Greene, AR,2456,75.6,700,0.07556129032258065,3156
Bent, CO,1410,78.0,1747,0.054,3157
Lincoln, NC,1743,77.27222222222223,1416,0.06164468599033816,3159
Chambers, AL,2948,73.61111111111111,212,0.08923076923076924,3160
Jackson, OK,2353,75.8625,810,0.0736028409090909,3163
Sullivan, PA,1905,76.95,1259,0.0662575,3164
Lauderdale, AL,2741,74.65454545454546,426,0.0805952380952381,3167
Jackson, GA,2357,75.85454545454546,810,0.0736028409090909,3167
Gadsden, FL,2437,75.62222222222222,730,0.075,3167
Lorain, OH,1939,76.86666666666667,1228,0.06733333333333333,3167
Warren, VA,2050,76.6,1120,0.06982283464566928,3170
Hamilton, FL,2614,75.10000000000001,556,0.07876492537313433,3170
Jefferson, GA,2509,75.39999999999999,661,0.0763845822102426,3170
Botetourt, VA,1397,78.025,1775,0.053,3172
Crisp, GA,2669,74.95,503,0.08,3172
Crittenden, AR,2998,73.30625,175,0.09270833333333334,3173
Holt, MO,1970,76.8,1204,0.06758928571428571,3174
Putnam, TN,2354,75.86153846153846,821,0.07335000000000001,3175
Racine, WI,1398,78.02432432432433,1780,0.0526923076923077,3178
Dixie, FL,2144,76.39999999999999,1034,0.07,3178
Jasper, SC,2359,75.85000000000001,819,0.07338983050847457,3178
Warren, KY,2058,76.575,1120,0.06982283464566928,3178
Gem, ID,1667,77.46666666666667,1512,0.06,3179
Cocke, TN,3058,72.7,121,0.09749999999999999,3179
Waupaca, WI,1476,77.88333333333334,1704,0.055,3180
Orleans, LA,2553,75.25850340136054,629,0.077147,3182
Stark, OH,1924,76.91411764705882,1258,0.06630952380952382,3182
Jay, IN,2107,76.47142857142856,1076,0.07,3183
Shiawassee, MI,1704,77.36470588235295,1480,0.06,3184
Choctaw, OK,2909,73.88,277,0.08575,3186
Vermilion, IL,2609,75.10833333333333,577,0.07831666666666666,3186
Scott, AR,2378,75.8,808,0.07363571428571429,3186
Smith, TN,2898,73.94,288,0.0852857142857143,3186
Gibson, TN,2801,74.41538461538461,387,0.08178571428571428,3188
Edgecombe, NC,2174,76.30714285714285,1014,0.07,3188
Benton, MO,2440,75.61666666666666,749,0.07472602739726028,3189
Hillsdale, MI,1588,77.63333333333334,1602,0.06,3190
Clearwater, ID,1951,76.85,1239,0.06681818181818182,3190
Claiborne, TN,2956,73.5625,234,0.08765625,3190
Henry, KY,2424,75.64,767,0.07433333333333333,3191
Trousdale, TN,3082,72.25,110,0.0975,3192
Pontotoc, OK,2543,75.28,651,0.07653846153846154,3194
Greene, AL,2494,75.45,700,0.07556129032258065,3194
Owen, IN,1913,76.94,1282,0.06583333333333334,3195
Hayes, NE,1463,77.9,1732,0.055,3195
Choctaw, MS,2918,73.8,277,0.08575,3195
Pulaski, AR,2430,75.63522727272726,766,0.07433846153846153,3196
Jackson, MO,2386,75.77329545454546,810,0.0736028409090909,3196
Winchester, VA,1431,77.96000000000001,1767,0.053,3198
Henderson, TX,2491,75.45333333333333,708,0.07540697674418605,3199
Nolan, TX,2426,75.64,773,0.07416666666666667,3199
Quay, NM,2344,75.89999999999999,857,0.07267857142857144,3201
Yancey, NC,2014,76.67999999999999,1188,0.06833333333333334,3202
Webster, WV,2291,76.03333333333333,913,0.07177315789473684,3204
Etowah, AL,3070,72.52142857142857,136,0.09636363636363637,3206
Marshall, KY,2393,75.75,814,0.07348033707865169,3207
Poinsett, AR,3074,72.45714285714286,133,0.0965625,3207
Prentiss, MS,2114,76.46000000000001,1093,0.07,3207
Crawford, OH,2266,76.1,941,0.07122193877551021,3207
Nelson, VA,1529,77.76666666666667,1680,0.056285714285714286,3209
Putnam, GA,2388,75.76666666666667,821,0.07335000000000001,3209
York, SC,1782,77.17555555555556,1428,0.06084158415841584,3210
Macon, TN,2889,74.0,322,0.0830813953488372,3211
Mills, IA,2190,76.275,1021,0.07,3211
Otero, CO,1911,76.94285714285715,1301,0.06506627272727272,3212
Bee, TX,2257,76.11666666666666,957,0.07083333333333335,3214
Ashland, WI,1837,77.06666666666666,1378,0.06277777777777778,3215
Yellowstone, MT,1360,78.12903225806451,1856,0.0,3216
Franklin, KY,2364,75.84545454545454,856,0.07268389830508475,3220
Washington, VA,1879,76.99230769230769,1341,0.06370809523809524,3220
Washington, PA,1881,76.98596491228069,1341,0.06370809523809524,3222
Lauderdale, MS,2796,74.43333333333334,426,0.0805952380952381,3222
Lake, AK,1870,77.0,1357,0.06337074829931973,3227
Echols, GA,2759,74.55000000000001,469,0.08,3228
Stoddard, MO,2524,75.35,704,0.0755,3228
Aroostook, ME,1533,77.765,1695,0.055,3228
Jasper, MO,2411,75.7,819,0.07338983050847457,3230
Newport, VA,2221,76.20526315789475,1009,0.07,3230
Richland, SC,1973,76.78356164383561,1257,0.0663134328358209,3230
Forest, WI,1567,77.675,1664,0.057499999999999996,3231
Morehouse, LA,3095,71.6875,137,0.09615,3232
Burke, NC,1994,76.74705882352941,1238,0.0668421052631579,3232
Craven, NC,2041,76.60526315789474,1192,0.06833333333333333,3233
Hinds, MS,2603,75.13333333333334,631,0.07714285714285715,3234
Tattnall, GA,2774,74.5,461,0.08,3235
Kennebec, ME,1504,77.82142857142857,1731,0.055,3235
Cambria, PA,1715,77.34358974358975,1521,0.06,3236
Wilson, KS,2705,74.8,532,0.07970000000000001,3237
Atkinson, GA,2756,74.56666666666666,483,0.08,3239
Grant, WV,1878,77.0,1362,0.06320866141732283,3240
Hart, GA,1861,77.02000000000001,1379,0.06272727272727273,3240
Woodward, OK,2462,75.56,779,0.074,3241
Keith, NE,1833,77.06666666666666,1408,0.062,3241
Lee, NC,2329,75.94615384615385,914,0.07177314814814816,3243
Anchorage, AK,1393,78.03469387755102,1852,0.0,3245
Garza, TX,2381,75.8,864,0.07250000000000001,3245
Cumberland, VA,1907,76.95,1342,0.06369392523364485,3249
Bibb, AL,2962,73.55,287,0.08529411764705883,3249
Brunswick, NC,1808,77.12083333333334,1442,0.06025,3250
Montgomery, KS,2403,75.72307692307693,848,0.07286875,3251
Chickasaw, MS,2217,76.225,1035,0.07,3252
Coffee, GA,3020,73.1625,233,0.08766666666666666,3253
Dallas, AR,2843,74.2,410,0.08109615384615385,3253
Nance, NE,2007,76.7,1247,0.06666666666666667,3254
Blair, PA,1641,77.53823529411765,1614,0.05999999999999999,3255
Lea, NM,1910,76.94375,1346,0.06352272727272727,3256
Clark, AR,2659,74.97999999999999,597,0.0775421511627907,3256
Chesapeake, VA,1699,77.37435897435897,1557,0.06,3256
Vernon, LA,2059,76.575,1199,0.06781060606060607,3258
Dougherty, GA,2771,74.50769230769231,488,0.08,3259
Wilcox, GA,3005,73.275,255,0.08700000000000001,3260
Graham, NC,2562,75.23333333333333,699,0.07558823529411765,3261
Haywood, TN,2851,74.16666666666667,412,0.081,3263
Pulaski, VA,2498,75.4375,766,0.07433846153846153,3264
Macomb, MI,1811,77.11960784313726,1453,0.060000000000000005,3264
Bibb, GA,2977,73.45641025641027,287,0.08529411764705883,3264
Talladega, AL,3056,72.72272727272728,209,0.0895,3265
Linn, OR,1473,77.88571428571429,1792,0.05006481481481481,3265
Mellette, SD,1771,77.2,1494,0.06,3265
Laclede, MO,2406,75.71666666666667,860,0.072502,3266
Lucas, OH,2605,75.12357723577236,662,0.07629032258064516,3267
Morgan, AL,2422,75.65,846,0.0728860294117647,3268
Mitchell, GA,2572,75.2,698,0.0755952380952381,3270
Young, TX,2549,75.27499999999999,721,0.07500000000000001,3270
Powell, MT,1436,77.95,1836,0.018,3272
Sheridan, KS,1464,77.9,1808,0.04257575757575758,3272
Boone, AR,2100,76.48571428571428,1175,0.06851333333333333,3275
Northampton, NC,1900,76.96,1375,0.06284444444444444,3275
Kimball, NE,1735,77.3,1540,0.06,3275
Daviess, KY,2044,76.60000000000001,1232,0.0670875,3276
Camden, GA,2140,76.4,1139,0.06938679245283019,3279
Garfield, NE,2008,76.7,1272,0.06615,3280
Oregon, MO,2611,75.10000000000001,669,0.07625,3280
Buckingham, VA,1502,77.825,1778,0.053,3280
Giles, VA,2306,76.0,974,0.07046666666666666,3280
Chattahoochee, GA,2987,73.4,294,0.08499999999999999,3281
Knox, IN,2427,75.64,855,0.07269469026548672,3282
Houston, TN,2850,74.16666666666667,433,0.08039285714285715,3283
Hughes, OK,2984,73.42,302,0.08399999999999999,3286
Nelson, ND,1608,77.6,1680,0.056285714285714286,3288
Gogebic, MI,1685,77.41428571428571,1605,0.06,3290
Hall, TX,2410,75.7,880,0.0725,3290
Carlisle, KY,1801,77.13333333333334,1490,0.06,3291
Mineral, MT,1488,77.85,1805,0.04468421052631579,3293
Perry, IN,2320,75.96000000000001,977,0.07039814814814815,3297
Cherokee, OK,2712,74.76666666666667,586,0.07801886792452829,3298
Lauderdale, TN,2872,74.0625,426,0.0805952380952381,3298
Rock, NE,1873,77.0,1426,0.06098958333333334,3299
Marion, MO,1975,76.775,1325,0.0644179292929293,3300
Pickaway, OH,2447,75.60000000000001,853,0.0728125,3300
Clatsop, OR,1419,77.99090909090908,1882,0.0,3301
Mahoning, OH,2568,75.20882352941176,734,0.075,3302
Mercer, KY,2012,76.67999999999999,1291,0.06552956989247312,3303
Saline, IL,2860,74.14444444444445,443,0.08022435897435898,3303
Wexford, MI,1826,77.0875,1477,0.06,3303
Upshur, WV,2188,76.28,1116,0.06999999999999999,3304
Sierra, NM,2475,75.525,829,0.07323529411764707,3304
Brooks, GA,2743,74.64,561,0.07875,3304
Suwannee, FL,2398,75.74285714285715,906,0.072,3304
Logan, AR,2348,75.88333333333334,958,0.07082978723404255,3306
Phillips, KS,1980,76.76666666666667,1327,0.06432142857142857,3307
Lamar, AL,2686,74.86666666666667,622,0.07728260869565218,3308
Toombs, GA,2810,74.36666666666666,501,0.08,3311
Lowndes, AL,2934,73.7,377,0.08215909090909092,3311
Adair, OK,2526,75.34,785,0.073875,3311
Hertford, NC,2236,76.17999999999999,1077,0.07,3313
Belmont, OH,2419,75.65,894,0.0725,3313
Johnson, KY,2873,74.05,442,0.0802436440677966,3315
Hopkins, TX,2025,76.65555555555555,1290,0.06555555555555555,3315
Pasquotank, NC,2231,76.1888888888889,1085,0.07,3316
Clayton, GA,2504,75.4047619047619,815,0.07347826086956523,3319
Mecklenburg, VA,2151,76.375,1168,0.06874999999999999,3319
Clark, KY,2724,74.72999999999999,597,0.0775421511627907,3321
Bartow, GA,2290,76.03571428571429,1031,0.07,3321
Bannock, ID,1919,76.92777777777778,1403,0.062222222222222213,3322
Richmond, VA,2545,75.27999999999999,778,0.07404268292682928,3323
Montgomery, TN,2476,75.52083333333333,848,0.07286875,3324
Washington, KY,1983,76.76666666666667,1341,0.06370809523809524,3324
Berrien, MI,1955,76.83191489361703,1369,0.06296296296296296,3324
Logan, WV,2367,75.83333333333333,958,0.07082978723404255,3325
Cleburne, AL,3000,73.3,327,0.08283333333333333,3327
Monroe, MS,2373,75.8111111111111,954,0.0708915343915344,3327
Jefferson, TX,2666,74.95692307692308,661,0.0763845822102426,3327
Conecuh, AL,2976,73.46000000000001,353,0.0825,3329
White, TN,2943,73.64999999999999,386,0.08182926829268293,3329
Salem, VA,2064,76.56,1266,0.06625,3330
Appling, GA,2874,74.05,456,0.08,3330
Cherokee, KS,2744,74.63333333333334,586,0.07801886792452829,3330
Alpena, MI,1749,77.25555555555555,1582,0.06,3331
Nye, NV,2652,75.0,679,0.076,3331
Kenosha, WI,1614,77.59354838709677,1718,0.055,3332
Stafford, KS,2136,76.4,1197,0.068,3333
Stephens, GA,2927,73.74,406,0.08120833333333334,3333
Nash, NC,2152,76.37222222222222,1182,0.06843750000000001,3334
Catawba, NC,2331,75.94333333333334,1005,0.07,3336
Blaine, MT,1557,77.7,1779,0.05285,3336
Pulaski, IL,2571,75.2,766,0.07433846153846153,3337
Jasper, GA,2518,75.36666666666667,819,0.07338983050847457,3337
Todd, KY,2017,76.675,1321,0.06458333333333333,3338
Robertson, KY,3072,72.5,266,0.08633333333333333,3338
Branch, MI,1779,77.19166666666666,1561,0.06,3340
Panola, TX,2197,76.26666666666667,1143,0.06923076923076923,3340
Murray, GA,2739,74.6625,604,0.0775,3343
Perry, AR,2366,75.83333333333333,977,0.07039814814814815,3343
Washington, OH,2003,76.725,1341,0.06370809523809524,3344
Taylor, WV,2226,76.2,1118,0.06994318181818182,3344
Wibaux, MT,1460,77.9,1885,0.0,3345
Carroll, OH,1660,77.47142857142856,1687,0.055778,3347
Bullitt, KY,1838,77.06428571428572,1509,0.06,3347
McKean, PA,1848,77.05,1500,0.06,3348
Marshall, TN,2534,75.32000000000001,814,0.07348033707865169,3348
Macon, AL,3029,73.07272727272728,322,0.0830813953488372,3351
Delaware, OK,2404,75.72222222222223,948,0.0710482456140351,3352
Jackson, LA,2544,75.28,810,0.0736028409090909,3354
Fulton, KY,2910,73.85,445,0.080195,3355
Decatur, GA,2813,74.35714285714286,544,0.07923076923076923,3357
Uinta, WY,1561,77.7,1796,0.05,3357
Venango, PA,1742,77.275,1615,0.05999999999999999,3357
Southampton, VA,1890,76.96666666666667,1468,0.060000000000000005,3358
Meriwether, GA,2863,74.125,496,0.08,3359
Early, GA,2884,74.02000000000001,476,0.08,3360
Matagorda, TX,2154,76.36,1209,0.0675,3363
Glynn, GA,1759,77.23333333333333,1606,0.06,3365
Bath, VA,1695,77.4,1671,0.05688888888888889,3366
Morgan, MO,2520,75.35999999999999,846,0.0728860294117647,3366
Wasco, OR,1472,77.8875,1895,0.0,3367
Malheur, OR,1525,77.77142857142857,1842,0.004892857142857143,3367
Wilbarger, TX,2431,75.63333333333334,938,0.07125000000000001,3369
Wilkes, GA,2466,75.55,904,0.07200000000000001,3370
Henderson, KY,2662,74.97272727272728,708,0.07540697674418605,3370
Franklin, FL,2514,75.375,856,0.07268389830508475,3370
Alleghany, VA,1974,76.78333333333333,1397,0.06227272727272728,3371
Musselshell, MT,1492,77.85,1881,0.0,3373
Montgomery, OH,2525,75.34861111111111,848,0.07286875,3373
Johnson, TN,2931,73.72,442,0.0802436440677966,3373
Lawrence, TN,2664,74.96363636363637,709,0.0754010989010989,3373
Crawford, GA,2433,75.63333333333333,941,0.07122193877551021,3374
Randolph, MO,2460,75.56666666666666,915,0.07168354430379748,3375
Jefferson, LA,2714,74.75714285714285,661,0.0763845822102426,3375
Greene, TN,2676,74.91538461538462,700,0.07556129032258065,3376
Ritchie, WV,2009,76.7,1367,0.063,3376
Warren, NC,2256,76.12,1120,0.06982283464566928,3376
Surry, NC,2054,76.59,1324,0.06442857142857143,3378
Westmoreland, VA,1941,76.86666666666667,1437,0.06042682926829268,3378
Jasper, TX,2560,75.2375,819,0.07338983050847457,3379
DeKalb, TN,2996,73.325,383,0.08192666666666666,3379
Madison, AR,2479,75.5,903,0.07214432989690722,3382
Sawyer, WI,1654,77.5,1730,0.055,3384
Braxton, WV,1916,76.93333333333334,1470,0.060000000000000005,3386
