State,Area name,no_hs_diploma,hs_diploma,some_college,bachelors_up
KY,Monroe County,19.3,41.3,24.7,14.8
KY,Montgomery County,14.6,41.5,27.2,16.7
KY,Morgan County,23.1,39.8,21.8,15.3
KY,Muhlenberg County,16.7,42.8,28.6,12.0
KY,Nelson County,7.9,36.4,34.8,20.8
KY,Nicholas County,18.9,46.3,25.6,9.2
KY,Ohio County,18.7,39.3,27.4,14.6
KY,Oldham County,6.1,19.8,29.7,44.4
KY,Owen County,17.1,41.4,23.3,18.1
KY,Owsley County,31.5,41.4,15.6,11.5
KY,Pendleton County,16.6,43.0,24.5,16.0
KY,Perry County,22.2,32.6,31.2,14.0
KY,Pike County,21.1,39.5,23.7,15.7
KY,Powell County,18.0,43.3,22.2,16.5
KY,Pulaski County,16.6,34.3,31.9,17.2
KY,Robertson County,15.3,40.2,30.7,13.7
KY,Rockcastle County,19.6,43.5,24.8,12.1
KY,Rowan County,13.1,34.5,26.6,25.8
KY,Russell County,18.1,37.5,28.2,16.2
KY,Scott County,6.4,30.2,33.6,29.7
KY,Shelby County,12.9,28.8,29.6,28.8
KY,Simpson County,10.5,44.5,31.1,13.8
KY,Spencer County,7.9,38.3,31.4,22.4
KY,Taylor County,12.9,36.6,28.7,21.8
KY,Todd County,20.8,39.7,24.7,14.7
KY,Trigg County,11.1,32.5,35.3,21.0
KY,Trimble County,16.1,45.7,23.5,14.7
KY,Union County,8.7,46.4,34.7,10.1
KY,Warren County,12.2,27.1,28.4,32.3
KY,Washington County,13.3,41.5,24.5,20.7
KY,Wayne County,22.8,38.9,22.4,15.9
KY,Webster County,14.8,47.4,27.8,10.0
KY,Whitley County,17.5,39.2,23.6,19.7
KY,Wolfe County,34.1,33.5,25.9,6.6
KY,Woodford County,8.2,26.7,25.5,39.6
LA,Lousiana,13.8,33.1,27.6,25.5
LA,Acadia Parish,19.7,42.9,23.7,13.6
LA,Allen Parish,20.2,43.3,24.3,12.1
LA,Ascension Parish,11.3,29.1,30.9,28.7
LA,Assumption Parish,23.2,43.3,22.7,10.8
LA,Avoyelles Parish,23.4,35.7,28.5,12.3
LA,Beauregard Parish,12.5,39.0,30.2,18.3
LA,Bienville Parish,13.5,48.0,26.1,12.5
LA,Bossier Parish,9.6,29.5,34.1,26.8
LA,Caddo Parish,13.5,32.1,30.5,24.0
LA,Calcasieu Parish,11.8,34.4,30.0,23.8
LA,Caldwell Parish,23.2,47.3,17.3,12.1
LA,Cameron Parish,13.9,36.8,32.1,17.1
LA,Catahoula Parish,27.2,37.9,19.5,15.5
LA,Claiborne Parish,22.1,46.0,19.7,12.2
LA,Concordia Parish,18.8,43.1,22.5,15.5
LA,De Soto Parish,17.5,41.7,26.3,14.4
LA,East Baton Rouge Parish,9.6,25.8,27.2,37.5
LA,East Carroll Parish,34.4,35.7,19.7,10.2
LA,East Feliciana Parish,18.8,40.4,25.0,15.9
LA,Evangeline Parish,25.1,39.5,22.9,12.6
LA,Franklin Parish,23.1,40.9,21.1,14.8
LA,Grant Parish,18.8,41.7,28.0,11.5
LA,Iberia Parish,16.5,43.5,25.5,14.5
LA,Iberville Parish,20.2,39.7,24.5,15.7
LA,Jackson Parish,16.7,44.3,26.6,12.4
LA,Jefferson Parish,13.2,29.2,28.9,28.7
LA,Jefferson Davis Parish,17.1,43.2,23.2,16.5
LA,Lafayette Parish,10.7,29.7,25.6,33.9
LA,Lafourche Parish,19.1,41.4,22.1,17.3
LA,La Salle Parish,18.9,39.5,24.6,17.0
LA,Lincoln Parish,11.1,27.2,24.0,37.6
LA,Livingston Parish,12.6,37.1,30.0,20.3
LA,Madison Parish,24.6,32.6,27.7,15.1
LA,Morehouse Parish,20.0,41.1,27.5,11.5
LA,Natchitoches Parish,13.0,38.0,27.4,21.6
LA,Orleans Parish,11.8,22.4,26.6,39.1
LA,Ouachita Parish,11.8,33.3,30.0,24.8
LA,Plaquemines Parish,15.1,35.4,32.3,17.1
LA,Pointe Coupee Parish,18.9,37.1,28.8,15.2
LA,Rapides Parish,13.0,37.6,27.9,21.5
LA,Red River Parish,18.5,51.2,18.0,12.4
LA,Richland Parish,21.4,39.7,23.6,15.4
LA,Sabine Parish,13.9,47.5,25.8,12.8
LA,St. Bernard Parish,18.5,30.8,36.0,14.7
LA,St. Charles Parish,9.3,32.2,30.1,28.4
LA,St. Helena Parish,22.6,43.4,21.6,12.4
LA,St. James Parish,14.0,39.1,28.6,18.3
LA,St. John the Baptist Parish,13.9,38.7,31.4,16.0
LA,St. Landry Parish,21.8,38.9,24.7,14.7
LA,St. Martin Parish,16.2,46.5,22.4,14.9
LA,St. Mary Parish,18.9,46.5,22.4,12.2
LA,St. Tammany Parish,8.7,24.6,30.3,36.4
LA,Tangipahoa Parish,17.6,36.0,25.2,21.2
LA,Tensas Parish,22.2,43.7,20.7,13.4
LA,Terrebonne Parish,18.9,38.1,26.5,16.5
LA,Union Parish,13.5,46.3,23.6,16.6
LA,Vermilion Parish,16.8,41.1,24.6,17.4
LA,Vernon Parish,12.0,39.6,29.9,18.6
LA,Washington Parish,18.4,44.8,26.2,10.7
LA,Webster Parish,14.5,43.0,28.1,14.4
LA,West Baton Rouge Parish,12.8,37.0,29.2,20.9
LA,West Carroll Parish,19.3,47.9,21.4,11.4
LA,West Feliciana Parish,17.4,35.2,24.6,22.8
LA,Winn Parish,18.2,46.5,21.2,14.0
ME,Maine,6.3,30.9,29.2,33.6
ME,Androscoggin County,8.2,35.6,33.3,22.9
ME,Aroostook County,9.6,38.0,32.0,20.3
ME,Cumberland County,4.3,20.4,25.5,49.8
ME,Franklin County,6.3,36.6,28.9,28.1
ME,Hancock County,4.8,31.2,28.5,35.5
ME,Kennebec County,6.2,34.4,29.7,29.7
ME,Knox County,6.4,31.7,25.6,36.3
ME,Lincoln County,6.1,32.0,24.4,37.6
ME,Oxford County,8.2,40.5,30.2,21.1
ME,Penobscot County,6.5,32.8,30.7,30.0
ME,Piscataquis County,8.6,39.1,32.0,20.3
ME,Sagadahoc County,5.9,28.5,27.3,38.2
ME,Somerset County,9.0,41.4,29.7,19.9
ME,Waldo County,6.9,32.4,27.8,32.9
ME,Washington County,8.8,37.7,29.5,24.0
ME,York County,5.6,29.9,31.8,32.8
MD,Maryland,9.2,23.9,25.3,41.6
MD,Allegany County,9.7,40.8,29.3,20.2
MD,Anne Arundel County,6.6,22.5,28.0,42.9
MD,Baltimore County,8.4,24.8,26.4,40.4
MD,Calvert County,5.5,28.8,30.0,35.7
MD,Caroline County,15.1,39.3,26.5,19.0
MD,Carroll County,6.2,28.2,27.6,38.0
MD,Cecil County,9.2,35.5,29.7,25.7
MD,Charles County,6.3,29.7,32.8,31.1
MD,Dorchester County,12.6,39.6,28.0,19.9
MD,Frederick County,7.1,23.9,26.8,42.3
MD,Garrett County,9.6,41.8,23.9,24.7
MD,Harford County,6.3,26.2,29.9,37.7
MD,Howard County,4.6,12.9,19.0,63.6
MD,Kent County,9.4,31.7,21.4,37.5
MD,Montgomery County,8.8,13.1,18.3,59.8
MD,Prince George's County,12.8,25.4,26.9,34.9
MD,Queen Anne's County,7.1,27.8,28.1,37.0
MD,St. Mary's County,8.3,31.3,27.4,33.0
MD,Somerset County,16.8,36.5,29.7,17.0
MD,Talbot County,8.3,23.0,27.7,41.0
MD,Washington County,11.9,36.2,29.2,22.6
MD,Wicomico County,12.2,31.7,27.2,28.8
MD,Worcester County,7.2,30.0,32.2,30.6
MD,Baltimore city,13.7,28.1,24.0,34.2
MA,Massachusetts,8.8,23.2,22.8,45.2
MA,Barnstable County,4.3,22.2,28.6,44.9
MA,Berkshire County,7.0,29.2,27.8,36.1
MA,Bristol County,14.2,30.2,26.4,29.3
MA,Dukes County,4.2,25.4,24.4,46.1
MA,Essex County,10.3,24.4,24.2,41.2
MA,Franklin County,6.4,28.0,26.8,38.8
MA,Hampden County,13.9,30.4,27.5,28.2
MA,Hampshire County,4.7,21.6,23.5,50.2
MA,Middlesex County,6.4,18.1,17.7,57.8
MA,Nantucket County,3.8,18.2,27.3,50.7
MA,Norfolk County,5.8,18.1,20.6,55.5
MA,Plymouth County,7.0,26.8,26.9,39.3
MA,Suffolk County,13.0,20.8,18.0,48.1
MA,Worcester County,8.4,26.9,26.7,38.1
MI,Michigan,8.4,28.5,32.5,30.6
MI,Alcona County,9.6,37.9,33.1,19.4
MI,Alger County,8.4,46.5,27.1,17.9
MI,Allegan County,8.7,36.6,31.0,23.7
MI,Alpena County,7.3,36.2,39.6,16.8
MI,Antrim County,6.9,31.1,32.1,30.0
MI,Arenac County,11.2,38.6,35.9,14.3
MI,Baraga County,8.9,40.6,35.8,14.7
MI,Barry County,6.6,35.8,33.6,24.1
MI,Bay County,8.9,34.0,36.8,20.3
MI,Benzie County,7.0,29.0,31.2,32.8
MI,Berrien County,9.2,28.0,33.8,29.0
MI,Branch County,11.1,41.5,32.0,15.4
MI,Calhoun County,9.0,35.6,33.6,21.8
MI,Cass County,10.9,34.2,34.0,20.9
MI,Charlevoix County,6.0,27.8,33.7,32.5
MI,Cheboygan County,9.3,35.8,32.2,22.7
MI,Chippewa County,7.9,33.4,35.3,23.4
MI,Clare County,13.5,39.4,35.1,12.1
MI,Clinton County,4.7,25.6,37.1,32.6
MI,Crawford County,8.6,30.8,39.4,21.2
MI,Delta County,7.3,35.6,38.4,18.8
MI,Dickinson County,4.3,32.8,39.3,23.5
MI,Eaton County,5.1,26.4,38.3,30.3
MI,Emmet County,4.6,25.2,33.2,37.0
MI,Genesee County,8.8,31.5,37.4,22.2
MI,Gladwin County,11.7,38.9,35.2,14.2
MI,Gogebic County,5.8,33.8,38.7,21.7
MI,Grand Traverse County,4.8,22.2,34.5,38.4
MI,Gratiot County,8.2,41.2,33.9,16.8
MI,Hillsdale County,10.2,40.3,31.1,18.3
MI,Houghton County,7.1,30.6,28.8,33.6
MI,Huron County,9.0,42.0,32.8,16.2
MI,Ingham County,6.3,21.5,31.6,40.6
MI,Ionia County,8.5,40.5,35.0,16.1
MI,Iosco County,10.5,36.3,37.0,16.1
MI,Iron County,7.7,43.4,29.7,19.2
MI,Isabella County,7.5,31.5,30.8,30.2
MI,Jackson County,8.2,34.1,35.2,22.6
MI,Kalamazoo County,5.7,22.5,31.4,40.4
MI,Kalkaska County,11.9,39.3,32.9,15.9
MI,Kent County,7.9,24.0,30.0,38.1
MI,Keweenaw County,3.6,27.7,31.9,36.8
MI,Lake County,18.0,40.6,28.3,13.1
MI,Lapeer County,8.3,36.6,36.5,18.6
MI,Leelanau County,3.6,20.9,28.2,47.3
MI,Lenawee County,8.5,36.9,32.7,21.9
MI,Livingston County,4.1,25.1,33.0,37.8
MI,Luce County,7.6,37.5,37.0,17.9
MI,Mackinac County,8.6,35.9,30.9,24.7
MI,Macomb County,9.6,29.4,34.9,26.1
MI,Manistee County,8.8,33.4,35.8,22.0
MI,Marquette County,4.7,28.7,32.5,34.1
MI,Mason County,6.7,35.0,35.0,23.3
MI,Mecosta County,7.6,36.1,31.9,24.4
MI,Menominee County,7.0,42.1,33.5,17.5
MI,Midland County,5.3,28.3,30.8,35.6
MI,Missaukee County,9.8,41.6,33.3,15.2
MI,Monroe County,8.5,33.8,36.0,21.6
MI,Montcalm County,11.5,40.1,34.5,13.9
MI,Montmorency County,11.9,40.9,32.9,14.3
MI,Muskegon County,8.3,34.4,36.8,20.5
MI,Newaygo County,10.2,41.4,31.2,17.1
MI,Oakland County,5.4,18.2,27.6,48.9
MI,Oceana County,11.6,36.8,31.3,20.3
MI,Ogemaw County,12.9,38.2,35.6,13.3
MI,Ontonagon County,6.7,44.4,33.8,15.0
MI,Osceola County,11.2,41.7,31.9,15.2
MI,Oscoda County,17.9,36.4,32.1,13.6
MI,Otsego County,6.4,31.5,35.3,26.8
MI,Ottawa County,6.2,26.3,31.8,35.7
MI,Presque Isle County,9.2,37.0,34.6,19.2
MI,Roscommon County,9.2,34.7,39.0,17.1
MI,Saginaw County,9.5,32.5,35.7,22.3
MI,St. Clair County,8.2,33.5,38.9,19.4
MI,St. Joseph County,13.2,36.6,33.8,16.4
MI,Sanilac County,10.0,42.9,32.1,14.9
MI,Schoolcraft County,9.8,41.4,30.1,18.7
MI,Shiawassee County,8.0,35.8,38.0,18.2
MI,Tuscola County,9.5,44.7,31.6,14.2
MI,Van Buren County,11.7,32.2,34.6,21.4
MI,Washtenaw County,4.3,14.6,23.9,57.2
MI,Wayne County,12.4,29.6,32.2,25.8
MI,Wexford County,9.5,35.9,34.3,20.2
MN,Minnesota,6.4,23.9,32.1,37.6
MN,Aitkin County,8.2,37.7,37.0,17.2
MN,Anoka County,5.9,27.4,35.4,31.3
MN,Becker County,7.1,29.1,38.0,25.8
MN,Beltrami County,7.0,27.6,35.0,30.4
MN,Benton County,8.7,28.8,39.6,22.9
MN,Big Stone County,8.1,38.6,33.2,20.1
MN,Blue Earth County,5.2,25.0,34.2,35.5
MN,Brown County,6.8,35.7,33.8,23.7
MN,Carlton County,6.2,32.6,37.3,23.9
MN,Carver County,3.8,17.9,28.6,49.7
MN,Cass County,6.4,32.4,36.9,24.3
MN,Chippewa County,9.1,33.6,38.1,19.2
MN,Chisago County,4.7,32.6,40.3,22.4
MN,Clay County,5.1,22.3,36.6,36.0
MN,Clearwater County,13.7,35.9,32.7,17.7
MN,Cook County,3.5,24.1,30.1,42.4
MN,Cottonwood County,8.9,34.5,34.4,22.2
MN,Crow Wing County,6.0,29.3,38.9,25.9
MN,Dakota County,4.9,20.0,31.9,43.2
MN,Dodge County,4.1,31.5,36.1,28.2
MN,Douglas County,4.7,29.9,38.6,26.9
MN,Faribault County,7.5,34.7,37.6,20.2
MN,Fillmore County,8.4,32.9,36.3,22.4
MN,Freeborn County,11.8,34.7,36.8,16.8
MN,Goodhue County,5.6,33.6,34.2,26.6
MN,Grant County,7.2,32.6,41.7,18.5
MN,Hennepin County,6.1,15.7,26.3,51.8
MN,Houston County,4.6,34.1,36.0,25.4
MN,Hubbard County,5.6,28.9,36.0,29.5
MN,Isanti County,8.0,34.4,38.7,18.8
MN,Itasca County,5.6,30.5,38.8,25.2
MN,Jackson County,7.2,35.4,35.3,22.1
MN,Kanabec County,10.0,37.3,37.9,14.8
MN,Kandiyohi County,8.8,27.2,38.7,25.3
MN,Kittson County,4.3,36.6,33.0,26.0
MN,Koochiching County,7.7,34.3,41.9,16.2
MN,Lac qui Parle County,6.0,37.6,36.9,19.4
MN,Lake County,6.6,31.4,36.0,26.0
MN,Lake of the Woods County,2.4,33.0,42.6,21.9
MN,Le Sueur County,5.2,34.4,36.6,23.8
MN,Lincoln County,6.2,37.4,35.3,21.0
MN,Lyon County,7.0,29.3,36.9,26.9
MN,McLeod County,6.2,34.0,40.5,19.3
MN,Mahnomen County,13.5,36.6,37.0,12.9
MN,Marshall County,8.2,39.0,33.6,19.3
MN,Martin County,6.7,35.4,36.4,21.6
MN,Meeker County,6.1,35.7,38.7,19.6
MN,Mille Lacs County,9.7,35.7,38.5,16.1
MN,Morrison County,8.1,38.6,35.5,17.9
MN,Mower County,10.6,32.5,33.3,23.6
MN,Murray County,9.9,36.2,32.7,21.3
MN,Nicollet County,5.0,24.3,35.4,35.2
MN,Nobles County,21.2,31.1,31.1,16.6
MN,Norman County,7.8,34.9,35.4,21.9
MN,Olmsted County,5.0,19.6,28.2,47.1
MN,Otter Tail County,7.4,27.3,38.5,26.8
MN,Pennington County,5.0,31.4,44.0,19.7
MN,Pine County,8.7,41.3,34.7,15.3
MN,Pipestone County,8.4,36.3,34.9,20.4
MN,Polk County,7.2,30.0,35.8,27.0
MN,Pope County,5.4,30.7,41.7,22.2
MN,Ramsey County,9.0,20.3,26.8,43.9
MN,Red Lake County,5.5,35.8,41.0,17.7
MN,Redwood County,7.1,37.6,36.2,19.1
MN,Renville County,9.4,36.3,38.2,16.0
MN,Rice County,7.7,32.9,30.4,28.9
MN,Rock County,5.6,31.7,37.0,25.7
MN,Roseau County,6.6,36.2,37.1,20.0
MN,St. Louis County,5.4,25.3,38.1,31.2
MN,Scott County,5.1,20.5,32.2,42.3
MN,Sherburne County,5.7,27.5,40.9,25.9
MN,Sibley County,7.4,38.2,37.4,17.0
MN,Stearns County,7.7,27.2,36.4,28.7
MN,Steele County,8.3,29.8,33.9,27.9
MN,Stevens County,6.5,32.0,33.2,28.3
MN,Swift County,8.9,33.2,37.0,20.9
MN,Todd County,12.2,39.5,33.7,14.6
MN,Traverse County,6.6,36.3,42.3,14.9
MN,Wabasha County,5.6,32.4,35.2,26.8
MN,Wadena County,9.3,34.7,39.3,16.7
MN,Waseca County,7.2,34.8,35.6,22.5
MN,Washington County,3.7,19.5,29.7,47.1
MN,Watonwan County,12.8,36.2,32.1,18.8
MN,Wilkin County,5.9,34.3,37.4,22.4
MN,Winona County,6.6,25.7,35.8,31.8
MN,Wright County,5.5,28.7,34.0,31.9
MN,Yellow Medicine County,7.7,33.4,40.8,18.2
MS,Mississippi,14.4,29.8,32.6,23.2
MS,Adams County,20.3,33.8,27.9,17.9
MS,Alcorn County,19.0,31.3,29.8,19.8
MS,Amite County,14.6,43.2,31.6,10.6
MS,Attala County,18.8,34.7,33.4,13.1
MS,Benton County,25.6,31.8,33.3,9.3
MS,Bolivar County,19.6,24.7,30.2,25.5
MS,Calhoun County,21.6,34.7,31.3,12.4
MS,Carroll County,19.3,34.4,31.6,14.7
MS,Chickasaw County,23.4,35.5,28.6,12.5
MS,Choctaw County,18.3,37.7,25.5,18.6
MS,Claiborne County,18.4,29.5,30.8,21.3
MS,Clarke County,14.8,37.4,35.4,12.4
MS,Clay County,16.6,33.9,29.9,19.7
MS,Coahoma County,18.8,24.8,38.0,18.4
MS,Copiah County,16.2,32.4,33.2,18.2
MS,Covington County,15.8,31.8,36.6,15.8
MS,DeSoto County,8.9,29.2,35.8,26.1
MS,Forrest County,11.0,25.6,34.5,28.9
MS,Franklin County,16.3,30.3,37.5,15.9
MS,George County,15.2,34.5,36.7,13.6
MS,Greene County,22.6,35.5,31.1,10.8
MS,Grenada County,17.9,30.3,31.3,20.4
MS,Hancock County,11.1,29.6,35.2,24.1
MS,Harrison County,11.0,28.4,36.2,24.5
MS,Hinds County,11.9,22.9,34.4,30.9
MS,Holmes County,22.4,35.4,29.5,12.7
MS,Humphreys County,23.7,29.8,28.4,18.1
MS,Issaquena County,40.5,38.0,17.0,4.5
MS,Itawamba County,16.5,35.1,33.8,14.7
MS,Jackson County,11.3,28.2,37.5,23.0
MS,Jasper County,13.1,42.4,29.6,14.9
MS,Jefferson County,21.5,33.0,27.4,18.1
MS,Jefferson Davis County,15.6,40.6,29.9,13.9
MS,Jones County,14.0,31.9,33.6,20.5
MS,Kemper County,18.4,35.7,31.9,14.0
MS,Lafayette County,8.8,20.1,26.1,45.0
MS,Lamar County,10.4,25.6,31.3,32.8
MS,Lauderdale County,15.4,26.8,37.1,20.7
MS,Lawrence County,18.3,38.5,28.3,15.0
MS,Leake County,18.9,35.5,29.2,16.4
MS,Lee County,13.8,26.0,32.0,28.3
MS,Leflore County,17.5,36.1,27.6,18.8
MS,Lincoln County,14.6,37.7,31.5,16.2
MS,Lowndes County,12.9,32.9,29.1,25.1
MS,Madison County,7.8,16.9,25.0,50.2
MS,Marion County,16.4,37.4,34.9,11.3
MS,Marshall County,19.1,38.2,29.9,12.9
MS,Monroe County,16.7,38.7,27.9,16.7
MS,Montgomery County,22.3,27.3,32.3,18.1
MS,Neshoba County,18.9,32.9,35.3,13.0
MS,Newton County,15.9,33.7,35.7,14.7
MS,Noxubee County,22.8,39.2,25.9,12.2
MS,Oktibbeha County,9.2,21.2,25.6,44.1
MS,Panola County,19.8,31.7,32.6,15.9
MS,Pearl River County,14.2,35.3,36.1,14.5
MS,Perry County,15.3,44.2,30.8,9.6
MS,Pike County,16.6,37.1,29.9,16.3
MS,Pontotoc County,21.2,28.6,33.1,17.2
MS,Prentiss County,16.2,33.5,33.6,16.8
MS,Quitman County,25.4,34.2,29.2,11.2
MS,Rankin County,10.2,23.8,34.5,31.5
MS,Scott County,22.2,33.8,31.8,12.2
MS,Sharkey County,20.2,38.9,23.9,17.0
MS,Simpson County,20.6,30.1,33.3,16.0
MS,Smith County,18.8,37.7,28.7,14.8
MS,Stone County,15.6,32.9,36.6,14.8
MS,Sunflower County,24.0,34.0,26.0,16.1
MS,Tallahatchie County,21.9,35.6,30.2,12.3
MS,Tate County,14.3,33.2,33.6,18.9
MS,Tippah County,22.1,32.5,30.6,14.8
MS,Tishomingo County,21.1,33.5,32.6,12.8
MS,Tunica County,15.9,40.2,28.1,15.8
MS,Union County,21.7,30.5,31.3,16.4
MS,Walthall County,18.2,38.0,25.7,18.0
MS,Warren County,12.0,28.4,35.3,24.2
MS,Washington County,19.0,31.6,28.8,20.6
MS,Wayne County,19.0,36.1,23.8,21.0
MS,Webster County,15.2,35.7,31.4,17.7
MS,Wilkinson County,18.7,43.7,24.2,13.4
MS,Winston County,14.3,36.2,33.7,15.8
MS,Yalobusha County,14.7,46.2,27.6,11.4
MS,Yazoo County,24.0,36.2,28.0,11.8
MO,Missouri,9.0,30.5,29.8,30.7
MO,Adair County,8.1,33.7,25.2,33.0
MO,Andrew County,6.5,37.7,28.6,27.3
MO,Atchison County,10.0,43.4,26.0,20.7
MO,Audrain County,12.7,42.5,29.6,15.1
MO,Barry County,14.9,41.4,28.8,14.9
MO,Barton County,12.3,40.7,27.5,19.5
MO,Bates County,11.9,48.2,25.9,14.0
MO,Benton County,13.0,40.5,32.2,14.3
MO,Bollinger County,15.1,47.9,25.0,11.9
MO,Boone County,5.0,20.9,25.6,48.5
MO,Buchanan County,10.5,38.2,29.2,22.1
MO,Butler County,15.8,39.8,31.3,13.1
MO,Caldwell County,10.8,44.9,29.4,14.9
MO,Callaway County,10.9,36.2,28.9,24.0
MO,Camden County,8.6,36.6,32.4,22.4
MO,Cape Girardeau County,8.1,32.2,26.9,32.8
MO,Carroll County,9.6,44.7,26.0,19.6
MO,Carter County,13.0,52.1,21.7,13.2
MO,Cass County,6.7,32.4,33.7,27.2
MO,Cedar County,13.8,39.3,31.5,15.4
MO,Chariton County,8.6,46.5,25.6,19.2
MO,Christian County,7.5,28.8,32.2,31.5
MO,Clark County,13.6,44.9,29.2,12.3
MO,Clay County,6.4,27.1,32.3,34.2
MO,Clinton County,6.7,43.2,28.8,21.3
MO,Cole County,7.4,29.7,27.6,35.3
MO,Cooper County,10.7,38.1,27.9,23.3
MO,Crawford County,18.9,39.1,30.0,12.0
MO,Dade County,10.8,43.7,31.7,13.8
MO,Dallas County,13.2,48.5,25.3,13.0
MO,Daviess County,12.8,40.9,26.3,20.0
MO,DeKalb County,10.4,46.3,27.9,15.3
MO,Dent County,16.1,41.3,26.9,15.6
MO,Douglas County,16.2,40.5,30.0,13.2
MO,Dunklin County,20.8,40.6,24.7,13.9
MO,Franklin County,10.1,33.7,35.1,21.1
MO,Gasconade County,11.7,40.0,30.2,18.1
MO,Gentry County,14.0,42.0,24.2,19.9
MO,Greene County,7.1,28.1,33.0,31.8
MO,Grundy County,15.6,37.2,31.0,16.2
MO,Harrison County,8.6,45.6,29.1,16.6
MO,Henry County,11.4,42.6,30.3,15.7
MO,Hickory County,10.9,47.9,31.4,9.8
MO,Holt County,5.8,46.6,26.6,20.9
MO,Howard County,12.1,34.2,26.0,27.7
MO,Howell County,14.2,39.2,28.4,18.2
MO,Iron County,17.3,39.3,27.8,15.6
MO,Jackson County,8.6,28.1,30.9,32.4
MO,Jasper County,12.4,33.8,29.9,23.9
MO,Jefferson County,9.3,31.8,36.9,22.1
MO,Johnson County,7.0,31.1,32.7,29.2
MO,Knox County,13.3,45.4,25.9,15.4
MO,Laclede County,13.5,42.3,27.5,16.7
MO,Lafayette County,9.6,43.4,25.5,21.5
MO,Lawrence County,15.0,39.2,30.5,15.3
MO,Lewis County,14.6,45.2,27.4,12.7
MO,Lincoln County,9.2,40.7,31.4,18.8
MO,Linn County,10.1,46.0,24.8,19.1
MO,Livingston County,11.8,41.4,26.9,20.0
MO,McDonald County,21.8,43.5,23.7,10.9
MO,Macon County,9.7,45.5,27.1,17.7
MO,Madison County,12.5,41.6,30.2,15.7
MO,Maries County,14.1,39.1,29.7,17.0
MO,Marion County,10.4,36.6,28.7,24.3
MO,Mercer County,12.5,42.7,26.4,18.4
MO,Miller County,11.0,39.2,30.1,19.7
MO,Mississippi County,20.2,47.0,19.5,13.4
MO,Moniteau County,14.4,42.4,24.9,18.3
MO,Monroe County,9.1,48.7,26.4,15.8
MO,Montgomery County,14.2,43.8,25.7,16.4
MO,Morgan County,20.9,40.3,25.7,13.1
MO,New Madrid County,17.7,45.5,23.1,13.7
MO,Newton County,10.8,35.0,31.7,22.5
MO,Nodaway County,6.0,38.6,28.3,27.0
MO,Oregon County,16.6,43.8,25.3,14.2
MO,Osage County,8.1,41.9,28.2,21.7
MO,Ozark County,18.4,40.8,28.9,11.9
MO,Pemiscot County,20.2,45.8,22.2,11.7
MO,Perry County,13.8,40.8,26.2,19.2
MO,Pettis County,12.6,35.2,33.9,18.3
MO,Phelps County,9.4,30.1,29.3,31.2
MO,Pike County,12.9,51.8,20.4,14.9
MO,Platte County,3.4,21.8,30.4,44.4
MO,Polk County,10.8,37.4,30.2,21.6
MO,Pulaski County,5.6,29.9,35.4,29.1
MO,Putnam County,5.6,41.1,34.6,18.7
MO,Ralls County,9.5,49.1,26.9,14.5
MO,Randolph County,11.0,38.4,32.4,18.2
MO,Ray County,10.6,45.6,28.3,15.4
MO,Reynolds County,22.2,38.0,26.1,13.7
MO,Ripley County,18.2,40.8,30.7,10.3
MO,St. Charles County,4.6,23.1,30.5,41.8
MO,St. Clair County,11.9,41.8,32.9,13.4
MO,Ste. Genevieve County,8.6,37.5,34.9,19.0
MO,St. Francois County,14.0,38.0,33.4,14.6
MO,St. Louis County,5.9,21.1,27.7,45.3
MO,Saline County,12.9,38.3,24.3,24.4
MO,Schuyler County,10.3,48.7,31.3,9.7
MO,Scotland County,20.6,41.0,23.9,14.6
MO,Scott County,14.4,37.9,27.4,20.3
MO,Shannon County,14.2,46.4,24.1,15.3
MO,Shelby County,11.3,42.3,27.5,18.9
MO,Stoddard County,18.9,43.5,24.0,13.6
MO,Stone County,9.9,33.9,35.5,20.7
MO,Sullivan County,14.9,48.1,21.8,15.1
MO,Taney County,9.9,34.4,33.4,22.3
MO,Texas County,14.9,40.2,30.1,14.8
MO,Vernon County,10.7,40.2,30.0,19.1
MO,Warren County,12.0,37.9,30.5,19.6
MO,Washington County,19.5,40.4,27.4,12.6
MO,Wayne County,18.2,43.0,28.1,10.7
MO,Webster County,12.7,38.6,30.4,18.3
MO,Worth County,8.6,49.3,23.8,18.3
MO,Wright County,17.0,42.8,28.5,11.7
MO,St. Louis city,10.8,24.4,26.8,38.0
MT,Montana,5.6,27.8,32.9,33.7
MT,Beaverhead County,5.5,28.1,33.3,33.1
MT,Big Horn County,10.6,33.9,36.1,19.4
MT,Blaine County,9.3,26.6,39.3,24.7
MT,Broadwater County,7.1,26.5,42.8,23.5
MT,Carbon County,4.5,30.3,33.7,31.5
MT,Carter County,7.7,31.2,40.3,20.8
MT,Cascade County,7.0,31.3,34.0,27.7
MT,Chouteau County,7.9,34.8,30.0,27.3
MT,Custer County,5.9,29.7,36.4,28.0
MT,Daniels County,7.1,35.4,35.3,22.3
MT,Dawson County,5.0,30.2,41.6,23.2
MT,Deer Lodge County,9.3,37.5,30.7,22.5
MT,Fallon County,4.5,34.2,42.0,19.2
MT,Fergus County,4.7,32.1,36.8,26.4
MT,Flathead County,5.1,27.9,33.4,33.6
MT,Gallatin County,2.6,18.3,26.9,52.2
MT,Garfield County,2.4,41.6,34.5,21.5
MT,Glacier County,11.4,37.2,29.7,21.7
