State,Area name,no_hs_diploma,hs_diploma,some_college,bachelors_up
MT,Golden Valley County,8.4,37.3,35.0,19.3
MT,Granite County,9.0,28.2,30.0,32.8
MT,Hill County,8.8,30.1,35.0,26.1
MT,Jefferson County,5.5,26.6,32.2,35.8
MT,Judith Basin County,5.1,29.7,42.0,23.2
MT,Lake County,7.7,25.3,34.5,32.5
MT,Lewis and Clark County,4.4,23.3,30.1,42.3
MT,Liberty County,27.4,19.9,30.0,22.7
MT,Lincoln County,8.5,38.0,34.4,19.1
MT,McCone County,3.9,31.6,46.3,18.2
MT,Madison County,3.6,28.0,36.4,31.9
MT,Meagher County,3.6,33.4,33.4,29.6
MT,Mineral County,7.5,33.8,33.6,25.1
MT,Missoula County,3.7,20.8,31.3,44.2
MT,Musselshell County,8.6,35.0,35.5,20.9
MT,Park County,3.4,27.1,36.2,33.3
MT,Petroleum County,0.6,41.3,29.8,28.3
MT,Phillips County,7.4,35.1,38.4,19.0
MT,Pondera County,8.7,29.2,39.4,22.7
MT,Powder River County,6.2,32.2,36.6,25.0
MT,Powell County,9.8,42.3,29.1,18.8
MT,Prairie County,13.0,28.8,32.5,25.7
MT,Ravalli County,7.4,29.8,34.4,28.4
MT,Richland County,4.6,38.8,40.3,16.2
MT,Roosevelt County,9.6,32.4,38.5,19.4
MT,Rosebud County,10.5,32.9,37.2,19.3
MT,Sanders County,9.0,39.1,32.9,19.0
MT,Sheridan County,7.4,35.0,31.9,25.7
MT,Silver Bow County,6.2,34.5,31.3,28.0
MT,Stillwater County,7.3,32.0,32.7,28.0
MT,Sweet Grass County,3.9,32.5,41.4,22.1
MT,Teton County,7.5,34.4,32.9,25.2
MT,Toole County,10.5,35.3,28.0,26.1
MT,Treasure County,8.9,33.5,28.2,29.3
MT,Valley County,7.0,33.3,40.7,19.1
MT,Wheatland County,9.5,39.3,33.4,17.8
MT,Wibaux County,7.4,38.9,29.6,24.2
MT,Yellowstone County,5.0,28.0,33.3,33.7
MT,Yellowstone National Park,,,,
NE,Nebraska,8.3,25.6,33.2,32.9
NE,Adams County,8.4,27.2,38.6,25.8
NE,Antelope County,7.7,35.7,38.2,18.4
NE,Arthur County,4.4,24.1,43.4,28.1
NE,Banner County,7.2,17.9,47.5,27.3
NE,Blaine County,8.0,36.3,32.9,22.8
NE,Boone County,5.2,40.2,35.1,19.5
NE,Box Butte County,9.5,32.2,39.6,18.7
NE,Boyd County,4.9,43.5,34.7,16.8
NE,Brown County,6.3,36.9,34.4,22.5
NE,Buffalo County,7.7,24.7,33.1,34.5
NE,Burt County,8.9,36.2,31.7,23.1
NE,Butler County,6.3,36.9,33.1,23.8
NE,Cass County,5.7,28.6,36.0,29.8
NE,Cedar County,5.7,37.3,35.2,21.7
NE,Chase County,12.1,26.2,39.3,22.4
NE,Cherry County,2.7,32.1,39.3,25.8
NE,Cheyenne County,6.3,33.5,37.7,22.6
NE,Clay County,7.0,35.5,37.4,20.0
NE,Colfax County,26.6,29.9,28.4,15.1
NE,Cuming County,10.6,34.3,31.4,23.6
NE,Custer County,5.6,32.4,38.5,23.5
NE,Dakota County,22.1,33.5,30.6,13.8
NE,Dawes County,5.1,20.7,37.8,36.4
NE,Dawson County,22.3,30.9,30.6,16.1
NE,Deuel County,9.5,29.5,41.4,19.5
NE,Dixon County,15.6,32.6,30.6,21.2
NE,Dodge County,10.8,36.2,33.3,19.7
NE,Douglas County,8.8,20.8,29.6,40.7
NE,Dundy County,9.4,22.7,37.4,30.4
NE,Fillmore County,5.6,35.7,36.5,22.2
NE,Franklin County,7.7,36.5,39.4,16.5
NE,Frontier County,5.8,27.9,41.8,24.5
NE,Furnas County,9.6,31.2,38.2,21.0
NE,Gage County,9.1,36.8,33.8,20.2
NE,Garden County,6.2,32.2,35.1,26.5
NE,Garfield County,3.3,25.1,42.3,29.4
NE,Gosper County,6.0,25.8,37.1,31.0
NE,Grant County,7.1,29.3,35.3,28.3
NE,Greeley County,8.3,36.0,39.3,16.5
NE,Hall County,15.1,31.2,32.0,21.7
NE,Hamilton County,3.3,27.6,42.7,26.3
NE,Harlan County,7.1,27.2,40.3,25.3
NE,Hayes County,6.6,30.1,44.5,18.8
NE,Hitchcock County,5.0,30.9,45.8,18.3
NE,Holt County,6.4,30.2,37.2,26.3
NE,Hooker County,7.2,38.3,28.1,26.4
NE,Howard County,4.7,39.9,35.3,20.2
NE,Jefferson County,8.3,38.6,36.2,16.9
NE,Johnson County,11.5,45.1,24.7,18.7
NE,Kearney County,5.2,29.0,38.9,26.9
NE,Keith County,10.4,28.8,40.7,20.2
NE,Keya Paha County,4.7,30.3,37.2,27.8
NE,Kimball County,12.1,38.3,36.9,12.7
NE,Knox County,7.6,35.7,37.8,18.8
NE,Lancaster County,6.7,21.0,32.2,40.1
NE,Lincoln County,6.1,30.3,42.3,21.3
NE,Logan County,4.1,24.6,45.0,26.4
NE,Loup County,1.7,37.9,42.3,18.0
NE,McPherson County,7.0,28.7,40.5,23.9
NE,Madison County,7.9,31.4,36.4,24.3
NE,Merrick County,6.8,37.5,39.3,16.3
NE,Morrill County,9.4,34.3,36.8,19.6
NE,Nance County,6.9,33.5,41.5,18.0
NE,Nemaha County,9.2,28.8,32.7,29.4
NE,Nuckolls County,7.9,32.6,36.9,22.7
NE,Otoe County,7.0,33.4,33.2,26.4
NE,Pawnee County,14.8,39.4,29.8,16.0
NE,Perkins County,10.5,24.0,41.3,24.2
NE,Phelps County,8.0,28.3,37.9,25.8
NE,Pierce County,5.6,34.0,37.6,22.7
NE,Platte County,11.4,29.5,35.5,23.5
NE,Polk County,8.7,36.4,36.7,18.1
NE,Red Willow County,7.3,31.5,37.5,23.6
NE,Richardson County,6.4,39.7,34.5,19.4
NE,Rock County,4.1,30.7,35.6,29.6
NE,Saline County,19.8,27.8,34.2,18.2
NE,Sarpy County,4.5,20.8,33.5,41.1
NE,Saunders County,5.3,30.4,35.2,29.1
NE,Scotts Bluff County,10.6,28.4,35.9,25.0
NE,Seward County,5.6,28.5,35.3,30.5
NE,Sheridan County,10.1,32.9,36.9,20.1
NE,Sherman County,8.4,35.1,36.1,20.5
NE,Sioux County,5.2,25.4,43.9,25.5
NE,Stanton County,5.2,31.0,43.2,20.5
NE,Thayer County,6.5,33.1,37.7,22.7
NE,Thomas County,7.6,23.8,44.0,24.5
NE,Thurston County,9.5,34.6,37.0,18.9
NE,Valley County,6.1,30.2,37.5,26.3
NE,Washington County,4.4,27.2,34.7,33.7
NE,Wayne County,3.8,28.9,33.9,33.4
NE,Webster County,5.7,32.6,42.1,19.6
NE,Wheeler County,5.0,26.0,43.1,25.8
NE,York County,5.7,29.0,40.0,25.2
NV,Nevada,13.0,27.8,33.2,26.1
NV,Churchill County,6.5,32.7,42.0,18.9
NV,Clark County,13.6,28.0,32.6,25.8
NV,Douglas County,5.8,24.6,37.8,31.8
NV,Elko County,11.1,34.7,38.0,16.3
NV,Esmeralda County,19.8,26.1,35.0,19.1
NV,Eureka County,4.9,41.3,42.7,11.1
NV,Humboldt County,14.0,34.4,32.1,19.6
NV,Lander County,11.9,38.2,41.8,8.2
NV,Lincoln County,13.2,40.6,31.0,15.2
NV,Lyon County,13.4,31.3,39.4,15.9
NV,Mineral County,11.2,38.3,36.7,13.8
NV,Nye County,13.5,36.2,37.5,12.7
NV,Pershing County,15.9,43.4,30.3,10.4
NV,Storey County,6.0,27.1,38.6,28.3
NV,Washoe County,11.5,23.7,32.5,32.3
NV,White Pine County,9.5,43.0,34.1,13.4
NV,Carson City,12.3,26.5,38.1,23.1
NH,New Hampshire,6.4,27.3,28.1,38.2
NH,Belknap County,6.5,29.3,33.1,31.2
NH,Carroll County,4.9,27.7,30.0,37.4
NH,Cheshire County,6.3,31.8,28.8,33.1
NH,Coos County,10.8,39.2,30.0,20.0
NH,Grafton County,7.0,25.7,24.7,42.6
NH,Hillsborough County,7.1,25.6,27.7,39.6
NH,Merrimack County,6.8,29.1,28.2,35.8
NH,Rockingham County,4.5,25.2,27.5,42.8
NH,Strafford County,6.2,26.7,30.3,36.9
NH,Sullivan County,9.3,37.5,23.6,29.6
NJ,New Jersey,9.5,26.4,22.6,41.5
NJ,Atlantic County,12.2,32.4,26.0,29.4
NJ,Bergen County,7.1,21.4,20.3,51.2
NJ,Burlington County,6.0,26.9,27.1,40.0
NJ,Camden County,10.8,29.1,26.4,33.6
NJ,Cape May County,6.0,31.3,27.8,35.0
NJ,Cumberland County,19.2,39.1,24.6,17.0
NJ,Essex County,13.3,28.0,22.0,36.7
NJ,Gloucester County,6.3,31.3,27.9,34.5
NJ,Hudson County,13.2,23.8,17.3,45.7
NJ,Hunterdon County,4.3,20.0,21.4,54.3
NJ,Mercer County,10.4,25.3,20.6,43.6
NJ,Middlesex County,10.1,24.0,21.0,44.8
NJ,Monmouth County,5.9,22.0,23.6,48.5
NJ,Morris County,5.4,19.0,19.8,55.8
NJ,Ocean County,7.2,33.4,27.2,32.2
NJ,Passaic County,15.0,34.0,21.2,29.8
NJ,Salem County,9.5,38.4,28.8,23.3
NJ,Somerset County,5.7,19.2,19.0,56.1
NJ,Sussex County,4.6,29.6,27.6,38.1
NJ,Union County,12.7,27.9,21.8,37.6
NJ,Warren County,6.8,31.8,26.9,34.5
NM,New Mexico,13.2,26.0,32.2,28.5
NM,Bernalillo County,9.7,22.4,31.5,36.3
NM,Catron County,5.2,41.8,36.2,16.9
NM,Chaves County,20.1,26.5,36.4,16.9
NM,Cibola County,18.2,32.3,33.9,15.6
NM,Colfax County,10.4,31.6,36.3,21.8
NM,Curry County,19.3,24.2,35.3,21.3
NM,De Baca County,19.1,27.2,43.0,10.7
NM,Dona Ana County,19.3,21.5,29.2,30.0
NM,Eddy County,17.0,31.3,34.8,16.9
NM,Grant County,12.8,27.3,33.2,26.7
NM,Guadalupe County,16.3,49.5,25.8,8.5
NM,Harding County,13.4,28.8,32.8,25.1
NM,Hidalgo County,16.8,38.1,27.2,18.0
NM,Lea County,23.8,32.6,28.8,14.8
NM,Lincoln County,9.9,30.3,35.4,24.4
NM,Los Alamos County,1.8,9.7,19.9,68.5
NM,Luna County,29.2,35.6,23.1,12.0
NM,McKinley County,20.9,36.3,30.6,12.2
NM,Mora County,8.1,38.9,35.9,17.1
NM,Otero County,13.7,29.1,37.1,20.1
NM,Quay County,15.8,40.4,28.3,15.5
NM,Rio Arriba County,13.7,35.2,33.4,17.7
NM,Roosevelt County,16.9,31.2,30.1,21.8
NM,Sandoval County,8.6,24.9,35.5,31.0
NM,San Juan County,14.1,30.2,40.7,14.9
NM,San Miguel County,15.3,24.8,36.0,23.9
NM,Santa Fe County,9.9,21.8,27.2,41.1
NM,Sierra County,10.5,35.5,34.2,19.8
NM,Socorro County,16.1,40.5,25.2,18.2
NM,Taos County,7.9,26.8,32.8,32.5
NM,Torrance County,12.6,37.9,34.2,15.2
NM,Union County,15.7,43.5,24.7,16.2
NM,Valencia County,15.2,31.7,33.7,19.4
NY,New York,12.6,25.2,24.1,38.1
NY,Albany County,7.2,21.2,27.3,44.3
NY,Allegany County,9.0,35.2,33.4,22.4
NY,Bronx County,25.9,27.9,25.3,20.9
NY,Broome County,9.4,30.6,31.1,28.9
NY,Cattaraugus County,10.4,39.7,29.8,20.0
NY,Cayuga County,11.9,32.3,33.6,22.2
NY,Chautauqua County,10.7,34.6,31.4,23.3
NY,Chemung County,10.5,34.3,31.2,23.9
NY,Chenango County,11.2,41.2,29.4,18.3
NY,Clinton County,12.5,35.2,26.9,25.4
NY,Columbia County,8.8,29.4,26.9,34.9
NY,Cortland County,9.9,30.6,31.4,28.1
NY,Delaware County,9.9,39.5,27.5,23.0
NY,Dutchess County,8.5,26.2,27.6,37.7
NY,Erie County,7.9,26.2,30.0,35.9
NY,Essex County,8.9,33.6,27.1,30.5
NY,Franklin County,11.9,37.8,28.7,21.6
NY,Fulton County,12.7,36.8,32.2,18.2
NY,Genesee County,7.4,38.4,32.2,22.0
NY,Greene County,12.1,36.9,25.4,25.6
NY,Hamilton County,20.3,27.0,32.3,20.5
NY,Herkimer County,9.1,35.8,33.6,21.4
NY,Jefferson County,8.8,32.5,34.4,24.3
NY,Kings County,16.3,25.2,18.9,39.5
NY,Lewis County,8.9,43.3,29.0,18.8
NY,Livingston County,8.1,30.7,32.2,28.9
NY,Madison County,7.2,35.3,31.2,26.2
NY,Monroe County,8.9,23.1,28.1,40.0
NY,Montgomery County,11.3,35.6,33.8,19.2
NY,Nassau County,8.3,21.8,22.4,47.5
NY,New York County,11.6,12.2,13.6,62.6
NY,Niagara County,8.4,31.8,33.6,26.3
NY,Oneida County,11.2,30.8,31.8,26.2
NY,Onondaga County,8.7,25.4,29.4,36.5
NY,Ontario County,6.7,25.5,30.3,37.5
NY,Orange County,10.1,28.6,29.9,31.4
NY,Orleans County,13.0,40.6,29.2,17.2
NY,Oswego County,10.3,37.3,31.6,20.8
NY,Otsego County,7.2,32.2,27.3,33.3
NY,Putnam County,6.7,26.4,25.5,41.5
NY,Queens County,17.3,26.7,22.1,33.9
NY,Rensselaer County,7.7,27.3,30.6,34.3
NY,Richmond County,11.4,29.9,23.8,34.9
NY,Rockland County,11.1,22.1,24.8,42.0
NY,St. Lawrence County,11.4,35.6,29.4,23.6
NY,Saratoga County,6.3,24.0,27.0,42.7
NY,Schenectady County,8.7,27.1,31.0,33.3
NY,Schoharie County,9.4,36.4,31.0,23.2
NY,Schuyler County,9.2,35.0,31.5,24.3
NY,Seneca County,15.3,33.3,30.0,21.5
NY,Steuben County,8.5,35.0,31.0,25.5
NY,Suffolk County,9.6,25.8,26.3,38.3
NY,Sullivan County,13.4,32.4,27.2,27.0
NY,Tioga County,7.3,35.8,31.1,25.8
NY,Tompkins County,5.0,17.5,22.2,55.3
NY,Ulster County,8.6,28.3,28.7,34.5
NY,Warren County,8.5,28.1,30.4,33.1
NY,Washington County,11.3,39.0,29.1,20.6
NY,Wayne County,9.7,32.5,33.4,24.4
NY,Westchester County,11.1,18.4,19.8,50.6
NY,Wyoming County,11.6,37.8,32.5,18.1
NY,Yates County,13.8,34.4,27.3,24.5
NC,North Carolina,11.0,25.2,30.8,33.0
NC,Alamance County,12.3,28.6,32.8,26.3
NC,Alexander County,15.0,39.8,30.3,14.9
NC,Alleghany County,20.5,31.1,27.9,20.4
NC,Anson County,17.5,41.0,29.7,11.8
NC,Ashe County,13.0,31.2,36.3,19.6
NC,Avery County,13.9,29.5,32.7,23.9
NC,Beaufort County,12.3,32.0,35.3,20.4
NC,Bertie County,19.8,36.9,28.3,15.0
NC,Bladen County,15.0,32.4,34.9,17.7
NC,Brunswick County,7.2,28.0,33.2,31.7
NC,Buncombe County,8.1,23.0,26.6,42.3
NC,Burke County,16.7,31.2,33.4,18.7
NC,Cabarrus County,9.3,25.3,30.6,34.8
NC,Caldwell County,18.5,32.8,32.1,16.6
NC,Camden County,10.1,31.1,35.0,23.8
NC,Carteret County,7.9,23.9,38.0,30.1
NC,Caswell County,17.5,35.2,32.2,15.1
NC,Catawba County,13.5,29.7,32.8,24.0
NC,Chatham County,10.5,19.6,24.9,45.0
NC,Cherokee County,10.2,32.9,34.4,22.5
NC,Chowan County,15.5,31.5,30.4,22.6
NC,Clay County,11.2,25.1,36.8,27.0
NC,Cleveland County,13.7,34.9,32.6,18.9
NC,Columbus County,16.0,36.5,33.5,14.1
NC,Craven County,10.3,26.1,38.1,25.6
NC,Cumberland County,8.0,26.6,39.5,25.9
NC,Currituck County,7.7,31.2,35.0,26.1
NC,Dare County,4.7,22.2,32.9,40.2
NC,Davidson County,14.2,32.4,34.2,19.3
NC,Davie County,9.8,32.6,31.5,26.2
NC,Duplin County,20.3,31.7,32.4,15.6
NC,Durham County,10.1,17.3,21.9,50.7
NC,Edgecombe County,15.4,38.2,29.0,17.4
NC,Forsyth County,10.7,25.1,29.7,34.5
NC,Franklin County,13.5,30.0,33.9,22.6
NC,Gaston County,13.3,30.1,33.4,23.3
NC,Gates County,10.6,41.1,37.3,11.0
NC,Graham County,17.5,36.0,33.0,13.5
NC,Granville County,13.9,30.5,32.1,23.4
NC,Greene County,22.4,32.8,34.0,10.8
NC,Guilford County,9.8,23.0,29.9,37.2
NC,Halifax County,20.1,37.1,28.1,14.8
NC,Harnett County,11.6,29.0,36.5,23.0
NC,Haywood County,10.3,27.0,35.0,27.7
NC,Henderson County,8.4,25.2,33.5,33.0
NC,Hertford County,16.2,35.7,31.7,16.3
NC,Hoke County,12.3,28.5,39.4,19.8
NC,Hyde County,21.3,34.9,32.6,11.1
NC,Iredell County,8.9,27.1,32.4,31.6
NC,Jackson County,10.8,29.2,31.3,28.8
NC,Johnston County,11.3,27.7,36.5,24.6
NC,Jones County,16.6,36.0,32.6,14.7
NC,Lee County,14.4,26.6,38.2,20.8
NC,Lenoir County,19.0,34.3,32.7,14.0
NC,Lincoln County,11.1,30.4,34.2,24.3
NC,McDowell County,14.6,32.7,34.4,18.3
NC,Macon County,11.2,32.1,32.7,24.0
NC,Madison County,10.4,31.2,26.7,31.7
NC,Martin County,17.5,34.6,33.4,14.5
NC,Mecklenburg County,9.2,16.5,27.4,46.9
NC,Mitchell County,11.7,30.8,35.2,22.3
NC,Montgomery County,17.7,33.7,32.1,16.5
NC,Moore County,7.7,20.0,32.1,40.1
NC,Nash County,12.6,32.9,32.7,21.8
NC,New Hanover County,6.2,19.2,31.7,42.8
NC,Northampton County,19.1,34.0,30.2,16.7
NC,Onslow County,8.2,29.6,37.3,24.8
NC,Orange County,6.3,12.9,19.6,61.3
NC,Pamlico County,10.4,30.8,35.2,23.5
NC,Pasquotank County,10.8,29.1,34.5,25.7
NC,Pender County,10.6,26.4,34.0,29.0
NC,Perquimans County,13.7,29.0,37.0,20.3
NC,Person County,12.2,34.3,36.0,17.6
NC,Pitt County,10.1,24.4,32.8,32.6
NC,Polk County,7.3,25.6,33.3,33.8
NC,Randolph County,16.1,34.9,32.9,16.1
NC,Richmond County,17.3,31.5,33.6,17.5
NC,Robeson County,22.1,33.3,30.4,14.2
NC,Rockingham County,16.2,33.9,34.3,15.6
NC,Rowan County,13.1,32.9,34.1,19.9
NC,Rutherford County,14.5,32.2,34.0,19.3
NC,Sampson County,18.2,35.1,32.1,14.7
NC,Scotland County,18.7,33.6,32.4,15.3
NC,Stanly County,13.9,32.7,35.4,17.9
NC,Stokes County,13.7,40.5,31.9,14.0
NC,Surry County,19.0,28.7,33.3,19.0
NC,Swain County,14.9,32.2,31.4,21.4
NC,Transylvania County,8.0,24.2,31.9,35.9
NC,Tyrrell County,23.8,38.6,26.4,11.2
NC,Union County,9.9,23.2,29.3,37.7
NC,Vance County,15.6,35.6,31.7,17.1
NC,Wake County,6.3,14.5,24.4,54.7
NC,Warren County,14.3,39.2,31.3,15.2
NC,Washington County,16.5,35.8,35.2,12.5
NC,Watauga County,6.9,21.1,27.5,44.4
NC,Wayne County,14.2,29.8,35.7,20.4
NC,Wilkes County,18.8,32.2,32.2,16.7
NC,Wilson County,17.8,32.9,29.5,19.7
NC,Yadkin County,14.4,35.5,36.1,14.0
NC,Yancey County,12.0,35.3,32.3,20.3
ND,North Dakota,6.7,26.1,36.1,31.1
ND,Adams County,7.3,37.4,36.2,19.1
ND,Barnes County,5.2,30.9,34.6,29.3
ND,Benson County,13.4,29.4,37.8,19.4
ND,Billings County,5.8,37.8,29.7,26.7
ND,Bottineau County,6.7,28.6,40.0,24.6
ND,Bowman County,9.7,35.3,36.1,18.8
ND,Burke County,6.0,29.8,42.5,21.8
ND,Burleigh County,5.1,23.1,34.6,37.2
ND,Cass County,4.7,18.8,34.7,41.8
ND,Cavalier County,5.5,27.2,42.4,24.9
ND,Dickey County,7.8,28.2,38.8,25.2
ND,Divide County,7.3,25.0,44.3,23.4
ND,Dunn County,10.8,34.6,34.9,19.6
ND,Eddy County,10.4,31.4,33.6,24.6
ND,Emmons County,11.3,36.6,34.1,18.0
ND,Foster County,7.6,27.8,41.6,22.9
ND,Golden Valley County,5.9,27.4,43.2,23.5
ND,Grand Forks County,4.6,21.5,37.8,36.1
ND,Grant County,6.7,34.2,38.2,21.0
ND,Griggs County,7.6,29.5,33.0,29.9
ND,Hettinger County,11.3,33.7,38.2,16.8
ND,Kidder County,11.0,34.6,35.4,19.1
ND,LaMoure County,11.7,29.5,35.5,23.3
ND,Logan County,10.2,30.2,36.9,22.7
ND,McHenry County,7.8,33.1,38.3,20.9
ND,McIntosh County,15.4,34.6,33.8,16.2
ND,McKenzie County,6.7,32.1,37.2,24.0
ND,McLean County,7.6,32.1,38.9,21.4
ND,Mercer County,9.7,26.4,42.7,21.1
ND,Morton County,8.0,27.2,37.5,27.3
ND,Mountrail County,10.5,32.5,35.6,21.4
ND,Nelson County,6.7,29.8,38.9,24.6
ND,Oliver County,6.3,28.6,44.5,20.6
ND,Pembina County,9.4,31.2,37.8,21.6
ND,Pierce County,6.9,30.0,34.1,28.9
ND,Ramsey County,8.9,27.2,38.4,25.5
ND,Ransom County,7.5,37.9,33.4,21.2
ND,Renville County,6.4,31.7,38.5,23.3
ND,Richland County,7.5,25.4,44.5,22.6
ND,Rolette County,13.5,26.0,43.2,17.3
ND,Sargent County,6.1,34.3,39.5,20.0
ND,Sheridan County,12.6,40.1,33.3,13.9
ND,Sioux County,15.3,34.7,36.3,13.6
ND,Slope County,9.0,29.8,35.0,26.2
ND,Stark County,7.8,32.0,34.2,25.9
ND,Steele County,3.8,24.2,42.5,29.6
ND,Stutsman County,8.5,36.0,31.7,23.9
ND,Towner County,11.9,31.0,42.1,15.0
ND,Traill County,5.7,25.1,38.8,30.4
ND,Walsh County,12.9,34.0,35.1,18.1
ND,Ward County,6.2,30.0,34.4,29.4
ND,Wells County,8.5,38.2,31.3,21.9
ND,Williams County,8.8,29.6,37.2,24.4
OH,Ohio,8.9,32.6,28.8,29.7
OH,Adams County,16.3,42.2,25.5,16.0
OH,Allen County,8.9,40.3,31.7,19.1
OH,Ashland County,10.3,42.0,25.5,22.2
OH,Ashtabula County,13.6,43.4,27.9,15.1
OH,Athens County,9.1,31.3,25.6,34.1
OH,Auglaize County,6.3,42.3,31.3,20.1
OH,Belmont County,8.5,46.2,29.3,16.0
OH,Brown County,13.3,45.6,26.5,14.6
OH,Butler County,8.5,32.6,27.1,31.8
OH,Carroll County,10.3,47.9,27.7,14.1
OH,Champaign County,8.8,44.7,29.8,16.7
OH,Clark County,11.3,37.6,32.3,18.9
OH,Clermont County,9.5,31.9,29.2,29.5
OH,Clinton County,8.8,38.1,33.1,20.1
OH,Columbiana County,10.5,45.1,28.7,15.7
OH,Coshocton County,15.7,42.6,24.6,17.1
OH,Crawford County,10.0,46.2,28.1,15.7
OH,Cuyahoga County,9.3,27.3,29.0,34.4
OH,Darke County,8.7,46.0,28.6,16.7
OH,Defiance County,7.9,40.2,32.7,19.2
OH,Delaware County,2.8,16.2,23.9,57.1
OH,Erie County,8.1,35.5,31.2,25.2
OH,Fairfield County,6.5,32.5,30.9,30.2
OH,Fayette County,15.8,45.4,24.1,14.7
OH,Franklin County,8.5,24.0,26.3,41.2
OH,Fulton County,6.9,42.4,33.1,17.6
OH,Gallia County,14.9,40.5,27.3,17.2
OH,Geauga County,9.4,25.5,26.6,38.4
OH,Greene County,6.0,22.7,30.2,41.1
OH,Guernsey County,14.1,43.0,28.1,14.8
OH,Hamilton County,8.1,25.9,26.4,39.6
OH,Hancock County,6.6,35.9,29.6,28.0
OH,Hardin County,9.5,49.6,24.4,16.4
OH,Harrison County,11.6,49.7,26.4,12.2
OH,Henry County,6.4,44.8,31.2,17.7
OH,Highland County,16.3,42.5,27.2,14.1
OH,Hocking County,11.9,42.3,31.0,14.8
OH,Holmes County,43.4,32.0,14.0,10.5
OH,Huron County,10.0,46.4,28.6,15.0
OH,Jackson County,12.6,46.4,25.9,15.1
OH,Jefferson County,7.3,43.8,30.7,18.3
OH,Knox County,8.3,39.7,29.3,22.7
OH,Lake County,7.0,31.3,32.9,28.9
OH,Lawrence County,11.1,44.6,27.4,16.9
OH,Licking County,7.2,33.4,30.8,28.6
OH,Logan County,7.2,44.6,30.3,17.9
OH,Lorain County,9.1,31.2,33.7,26.0
OH,Lucas County,9.8,29.8,32.8,27.5
OH,Madison County,11.6,40.6,27.8,20.0
OH,Mahoning County,8.6,37.5,29.1,24.9
OH,Marion County,10.1,44.3,32.5,13.1
OH,Medina County,4.9,30.3,29.7,35.0
OH,Meigs County,14.9,45.8,27.0,12.4
OH,Mercer County,7.1,43.8,28.7,20.4
OH,Miami County,6.8,37.8,31.1,24.3
OH,Monroe County,10.2,50.0,27.2,12.6
OH,Montgomery County,9.0,27.8,34.0,29.2
OH,Morgan County,15.3,45.1,28.7,10.9
OH,Morrow County,11.0,45.5,28.5,15.0
OH,Muskingum County,10.2,42.7,28.8,18.2
OH,Noble County,15.0,51.9,21.0,12.1
OH,Ottawa County,7.6,35.5,30.8,26.0
OH,Paulding County,10.3,45.0,28.6,16.2
OH,Perry County,11.2,47.9,27.6,13.4
OH,Pickaway County,12.8,41.0,26.7,19.6
OH,Pike County,14.9,46.5,23.9,14.7
OH,Portage County,7.6,36.8,25.5,30.1
OH,Preble County,8.6,44.5,28.5,18.4
OH,Putnam County,5.4,39.6,30.2,24.8
OH,Richland County,11.6,40.6,30.0,17.8
OH,Ross County,11.2,44.1,27.8,16.9
OH,Sandusky County,7.4,42.3,32.2,18.1
OH,Scioto County,14.0,43.1,26.5,16.4
OH,Seneca County,7.0,44.5,30.6,17.9
OH,Shelby County,10.4,41.1,29.5,19.1
OH,Stark County,7.7,38.2,30.5,23.6
OH,Summit County,7.4,29.5,29.2,33.9
OH,Trumbull County,10.8,44.1,25.8,19.3
OH,Tuscarawas County,11.6,45.9,24.1,18.4
OH,Union County,5.6,30.7,25.8,37.8
OH,Van Wert County,7.1,44.7,31.5,16.7
OH,Vinton County,19.8,43.2,24.0,13.1
OH,Warren County,5.4,25.8,24.6,44.1
OH,Washington County,8.6,38.7,32.9,19.8
OH,Wayne County,13.9,38.5,24.2,23.4
OH,Williams County,8.3,42.9,34.2,14.6
OH,Wood County,5.0,29.3,29.4,36.3
OH,Wyandot County,6.4,46.8,27.5,19.4
OK,Oklahoma,11.3,30.8,31.1,26.8
OK,Adair County,19.0,46.8,23.6,10.6
OK,Alfalfa County,14.5,35.1,29.4,21.0
OK,Atoka County,16.3,41.7,27.4,14.7
OK,Beaver County,15.1,32.4,31.0,21.5
OK,Beckham County,14.8,38.9,31.6,14.7
OK,Blaine County,17.0,35.2,30.9,16.9
OK,Bryan County,12.9,32.4,31.0,23.7
OK,Caddo County,14.3,43.3,27.6,14.8
OK,Canadian County,7.9,27.0,33.7,31.4
OK,Carter County,12.8,36.4,30.7,20.1
OK,Cherokee County,11.8,32.5,28.8,27.0
OK,Choctaw County,16.3,38.8,30.6,14.2
OK,Cimarron County,13.8,37.1,20.1,29.0
OK,Cleveland County,8.0,25.1,32.2,34.7
OK,Coal County,15.1,42.7,24.7,17.5
OK,Comanche County,9.4,32.0,34.6,23.9
OK,Cotton County,16.4,41.3,25.6,16.7
OK,Craig County,13.1,40.9,31.3,14.6
OK,Creek County,10.2,40.1,32.5,17.1
OK,Custer County,11.8,27.2,31.5,29.6
OK,Delaware County,14.8,37.3,29.7,18.2
OK,Dewey County,7.4,42.7,29.8,20.0
OK,Ellis County,12.2,37.4,32.0,18.4
OK,Garfield County,11.8,37.0,27.8,23.4
OK,Garvin County,11.8,44.2,27.3,16.7
OK,Grady County,9.8,39.4,28.6,22.2
OK,Grant County,9.1,35.7,31.5,23.7
OK,Greer County,17.1,36.8,35.5,10.6
OK,Harmon County,18.3,33.1,32.7,15.9
OK,Harper County,10.8,31.3,35.5,22.4
OK,Haskell County,15.3,39.9,29.0,15.8
